channel,relative_path,file_size_bytes,sha256,actor,emotion_code,emotion_name,intensity,statement,repetition,modality,vocal_channel,wav_samplerate,wav_frames,wav_channels,wav_subtype,read_status,error
song,Actor_07/03-02-04-02-02-02-07.wav,484044,534a0f00a4066bec979921e57068b803b03c6f8c256d3337c1533bba9f900e37,7,4,sad,2,2,2,3,2,48000,225826,1,PCM_16,ok,
song,Actor_07/03-02-05-01-01-01-07.wav,461618,a57dfeadf27ccfd5dbeaf42a66cfc5cdcc71c2848cd8279ff483bfeaf850f747,7,5,angry,1,1,1,3,2,48000,214614,1,PCM_16,ok,
song,Actor_07/03-02-05-01-01-02-07.wav,468026,ede0ed864b4d4bdd809cfe4698c63bcc153064816435b8ea56307562d67a5cba,7,5,angry,1,1,2,3,2,48000,217818,1,PCM_16,ok,
song,Actor_07/03-02-05-01-02-01-07.wav,471228,db53f5dfca886d344c3e94aa56d904611ff94e67f038eea1de8fa272cc39b61b,7,5,angry,1,2,1,3,2,48000,219420,1,PCM_16,ok,
song,Actor_07/03-02-05-01-02-02-07.wav,474430,39e6aca5c1910a36e2ec313befd609391a9bed7e3807cb210682a83c57dae6f9,7,5,angry,1,2,2,3,2,48000,221021,1,PCM_16,ok,
song,Actor_07/03-02-05-02-01-01-07.wav,458416,524e0ce2672a50dfc71888ad3ed58131999992329510f93ef0f582aa5f213a1e,7,5,angry,2,1,1,3,2,48000,213013,1,PCM_16,ok,
song,Actor_07/03-02-05-02-01-02-07.wav,464822,392b8027060e123e17ca5ac12ca251b6f777f9eecab0d91f56cb5bafcad1fb80,7,5,angry,2,1,2,3,2,48000,216216,1,PCM_16,ok,
song,Actor_07/03-02-05-02-02-01-07.wav,474432,13a9350e5e2c67b0721c12d4bf6af37d133a811f55e52b8b4672dbe24805465e,7,5,angry,2,2,1,3,2,48000,221021,1,PCM_16,ok,
song,Actor_07/03-02-05-02-02-02-07.wav,471228,d81b858b0b17ab1568537c36c895b8d0a71725ce04496c398525f51ae45b9b25,7,5,angry,2,2,2,3,2,48000,219419,1,PCM_16,ok,
song,Actor_07/03-02-06-01-01-01-07.wav,439198,54675ce5790ccbbea7d88cbf16221754cd101c2799b425db3a595402b741bc1c,7,6,fearful,1,1,1,3,2,48000,203404,1,PCM_16,ok,
song,Actor_07/03-02-06-01-01-02-07.wav,439196,e1709949c599b020868e4805e7bb25ca60b82fdc6ca2c0eef7831d79ce9fec47,7,6,fearful,1,1,2,3,2,48000,203403,1,PCM_16,ok,
song,Actor_07/03-02-06-01-02-01-07.wav,480838,8e2832f481d83659b8d7c805fdc2637f5b3a44938195efbb295eab616f35429e,7,6,fearful,1,2,1,3,2,48000,224224,1,PCM_16,ok,
song,Actor_07/03-02-06-01-02-02-07.wav,500056,3fed8a1fe73725c250dbab898c5e1928437fe4ef6ee0b1da6a637ba3b24811d8,7,6,fearful,1,2,2,3,2,48000,233833,1,PCM_16,ok,
song,Actor_07/03-02-06-02-01-01-07.wav,432792,9162f59dac1451c5678044687fb5f5a44be6e34af82cadb47a0eeb20d92aee04,7,6,fearful,2,1,1,3,2,48000,200200,1,PCM_16,ok,
song,Actor_07/03-02-06-02-01-02-07.wav,429588,1d753791018f15f85a46bab6bac6ffb4b0fec3b5073fb5eab0aa76c1a4395e3e,7,6,fearful,2,1,2,3,2,48000,198598,1,PCM_16,ok,
song,Actor_07/03-02-06-02-02-01-07.wav,452010,7a11f98f6ec21fd49e9c47e536bf5fe65435f060e039e44f3f3cd138e081ddef,7,6,fearful,2,2,1,3,2,48000,209810,1,PCM_16,ok,
song,Actor_07/03-02-06-02-02-02-07.wav,429586,db87dcc3a6a64272b2435411a6ae1b0f4d8236b8e845f5d01c33ae9d958dd7fc,7,6,fearful,2,2,2,3,2,48000,198598,1,PCM_16,ok,
song,Actor_08/03-02-01-01-01-01-08.wav,481754,7b9093d513bdbb8136143eff3604480f4e06c266ff92d7876ad33a2199c3bf4b,8,1,neutral,1,1,1,3,2,48000,224224,1,PCM_16,ok,
song,Actor_08/03-02-01-01-01-02-08.wav,488160,17410589529fc41cc7ee0d289de3316688bd52946d5a6acda85ae4eb28fdfbfe,8,1,neutral,1,1,2,3,2,48000,227427,1,PCM_16,ok,
song,Actor_08/03-02-01-01-02-01-08.wav,484956,02ddc658721ce8f1d0c7a75535c5ff660ade18dc54a7c47ba27c356287140595,8,1,neutral,1,2,1,3,2,48000,225825,1,PCM_16,ok,
song,Actor_08/03-02-01-01-02-02-08.wav,484958,9359675e035f288a324349ff4becbf7a176bbb44cf17b36f991e0c4e55fc3577,8,1,neutral,1,2,2,3,2,48000,225826,1,PCM_16,ok,
song,Actor_08/03-02-02-01-01-01-08.wav,484958,c20e79ac4e178f6b0eb066f9612b39250695c7694a15ffc72b6e60ddc0ed3123,8,2,calm,1,1,1,3,2,48000,225826,1,PCM_16,ok,
song,Actor_08/03-02-02-01-01-02-08.wav,494566,108970c0db8bb8d003faad3190d8cd038ef20eb31b826ef9de9095e5a42eaf4c,8,2,calm,1,1,2,3,2,48000,230630,1,PCM_16,ok,
song,Actor_08/03-02-02-01-02-01-08.wav,494566,56fbe11722657c8613f83d29a8f6c24c5ffe55135d7295ebe18377c212b336b2,8,2,calm,1,2,1,3,2,48000,230630,1,PCM_16,ok,
song,Actor_08/03-02-02-01-02-02-08.wav,500974,94cca1747f2786a5c54739889513cd421b70d0f73088bfbefff7676e73fb42a8,8,2,calm,1,2,2,3,2,48000,233834,1,PCM_16,ok,
song,Actor_08/03-02-02-02-01-01-08.wav,552836,22a3ac31727e9099070bb060ac2d0ecc2bbf019efb3b8b9fa7af55c5cad428a2,8,2,calm,2,1,1,3,2,48000,259459,1,PCM_16,ok,
song,Actor_08/03-02-02-02-01-02-08.wav,546428,b1994c8776d8c1fec8b982202ea16247f60f973213ac9f58d02b50cd28b4ae52,8,2,calm,2,1,2,3,2,48000,256256,1,PCM_16,ok,
song,Actor_08/03-02-02-02-02-01-08.wav,536818,a0764ad0a4757635e7605faefaadabb61027849bfb317a5a89464ac0fc151fe1,8,2,calm,2,2,1,3,2,48000,251451,1,PCM_16,ok,
song,Actor_08/03-02-02-02-02-02-08.wav,524006,af3cf13ff6e25d982061b5fb4a0e10dcac4fee08570c75b0fd5262343c3da6c8,8,2,calm,2,2,2,3,2,48000,245045,1,PCM_16,ok,
song,Actor_08/03-02-03-01-01-01-08.wav,475320,4c119a9eeee6957499f99967c326529b7899c11165e01e8000d06fe20dc97655,8,3,happy,1,1,1,3,2,48000,221020,1,PCM_16,ok,
song,Actor_08/03-02-03-01-01-02-08.wav,468938,ed3ef5c9d4701ebfcb985d0ac250db241fbfb924727f2ab379a69d62790c51d3,8,3,happy,1,1,2,3,2,48000,217817,1,PCM_16,ok,
song,Actor_08/03-02-03-01-02-01-08.wav,475346,f9c9891812ce6a14b49d2ff0a1fea43421ade44e450e382a25b0e51b21fe3dca,8,3,happy,1,2,1,3,2,48000,221021,1,PCM_16,ok,
song,Actor_08/03-02-03-01-02-02-08.wav,475348,5a3a56a61529f6f2d207f8fb74a279f85c6a9d5d41ff6c272d6725bc799f0b38,8,3,happy,1,2,2,3,2,48000,221021,1,PCM_16,ok,
song,Actor_08/03-02-03-02-01-01-08.wav,478550,96ffa72dde11882a501fc85b780cc9231eb9fd3d5827705a5a892a9b509a5561,8,3,happy,2,1,1,3,2,48000,222622,1,PCM_16,ok,
song,Actor_08/03-02-03-02-01-02-08.wav,465738,fd670336271e7ac7b4eac41b6326439479768cc700864952a191e5063410a325,8,3,happy,2,1,2,3,2,48000,216216,1,PCM_16,ok,
song,Actor_08/03-02-03-02-02-01-08.wav,472144,92f1c899f46cda2a6a756185db61421eec783f6df39aa07773bdcad8d67149e0,8,3,happy,2,2,1,3,2,48000,219419,1,PCM_16,ok,
song,Actor_08/03-02-03-02-02-02-08.wav,472144,5c8a5b31dadd3896f94b747a3eb7e23d28ed68c335d4c8cb1e21516308113d56,8,3,happy,2,2,2,3,2,48000,219419,1,PCM_16,ok,
song,Actor_08/03-02-04-01-01-01-08.wav,520194,faca2bd961fd31530aedfaf30ba9cd1f50e67ed1fcf777ea9c45678255046580,8,4,sad,1,1,1,3,2,48000,243444,1,PCM_16,ok,
song,Actor_08/03-02-04-01-01-02-08.wav,565648,c231cf32568d0a453ba4f76bd1f8a8c42ad51a4d2a926bbac5bf9722b4eff96a,8,4,sad,1,1,2,3,2,48000,265865,1,PCM_16,ok,
song,Actor_08/03-02-04-01-02-01-08.wav,549638,5499450d1045490b461ec7d7d6d9f73b44fd26c395ac45731c0c2e45273d5823,8,4,sad,1,2,1,3,2,48000,257857,1,PCM_16,ok,
song,Actor_08/03-02-04-01-02-02-08.wav,533016,08db9986f675914264b1eb9e9e38dc8b9a7a81f516b6cf4d8f8218a5f82a0dfa,8,4,sad,1,2,2,3,2,48000,249850,1,PCM_16,ok,
song,Actor_08/03-02-04-02-01-01-08.wav,510592,4091d4525ac925174dd3b05826e1c9137fcd0beb859b302a19e5e76a2a69c81c,8,4,sad,2,1,1,3,2,48000,238638,1,PCM_16,ok,
song,Actor_08/03-02-04-02-01-02-08.wav,513794,84f5baa3d7673b673f8bd141fcccd57d5b82699692c4f690cce6c27e8a671fdb,8,4,sad,2,1,2,3,2,48000,240240,1,PCM_16,ok,
song,Actor_08/03-02-04-02-02-01-08.wav,497780,420d913287a204248aaaa32f358fefd7b0741a166284cd5c35149da1aac8164a,8,4,sad,2,2,1,3,2,48000,232232,1,PCM_16,ok,
song,Actor_08/03-02-04-02-02-02-08.wav,510592,bd446876868a1d7a0898ff59b4630a9ea19e60de443544e5c5a93fb2cee26946,8,4,sad,2,2,2,3,2,48000,238638,1,PCM_16,ok,
song,Actor_08/03-02-05-01-01-01-08.wav,459344,e0b28fb67789780b51001bd197d60b0588a5c54db09fb94f10e0ac5f41d8461f,8,5,angry,1,1,1,3,2,48000,213013,1,PCM_16,ok,
song,Actor_08/03-02-05-01-01-02-08.wav,456140,89979259d6b99028a37a61cec5f6b7b9efb32cc9a96a9d5ffc3914b2e180979f,8,5,angry,1,1,2,3,2,48000,211411,1,PCM_16,ok,
song,Actor_08/03-02-05-01-02-01-08.wav,468954,d70cb6dd11fc82987474749974b13337780be814502ca73aa886d08231e4f144,8,5,angry,1,2,1,3,2,48000,217818,1,PCM_16,ok,
song,Actor_08/03-02-05-01-02-02-08.wav,472156,9c6186838c643684ec30e50a5cd9cbb03e475b713a3ffa77228c7a8d594e49be,8,5,angry,1,2,2,3,2,48000,219419,1,PCM_16,ok,
song,Actor_08/03-02-05-02-01-01-08.wav,468954,3bfe49f3f14d6157b15d5b984cfbd3924f75d5aa27092b1e62aa1c2f1825ff33,8,5,angry,2,1,1,3,2,48000,217818,1,PCM_16,ok,
song,Actor_08/03-02-05-02-01-02-08.wav,449734,71882175135eae9416684968b5d29d99a25ca9481bc616ccd5ad98bf6a14e216,8,5,angry,2,1,2,3,2,48000,208208,1,PCM_16,ok,
song,Actor_08/03-02-05-02-02-01-08.wav,459344,4e73afad3290ffa20bb0bcd4269bc608f1deb4ed74f6038b34fbc05a62f2a9f0,8,5,angry,2,2,1,3,2,48000,213013,1,PCM_16,ok,
song,Actor_08/03-02-05-02-02-02-08.wav,459344,181cc59846cc9316085b27b2dd7fb8288848493919746482ed054c5b07b39ae3,8,5,angry,2,2,2,3,2,48000,213013,1,PCM_16,ok,
song,Actor_08/03-02-06-01-01-01-08.wav,488172,387fb085f5a3177cc859143eda1c447e69494040d3aa3955a181e8dcdda3a780,8,6,fearful,1,1,1,3,2,48000,227427,1,PCM_16,ok,
song,Actor_08/03-02-06-01-01-02-08.wav,478564,6439c8b93f20bc63dcdf401afe4c3cb90878de2da96cbe1b4d8989bdcd44315e,8,6,fearful,1,1,2,3,2,48000,222623,1,PCM_16,ok,
song,Actor_08/03-02-06-01-02-01-08.wav,462548,95e85e20f29b6e868baa7715804b9a113488989dc1e111c308b87a3e6462074c,8,6,fearful,1,2,1,3,2,48000,214615,1,PCM_16,ok,
song,Actor_08/03-02-06-01-02-02-08.wav,452938,b29feeb14dbfa32be14696b96629d657074bde4830b4c3cd3c6e2a0f48b8f1eb,8,6,fearful,1,2,2,3,2,48000,209810,1,PCM_16,ok,
song,Actor_08/03-02-06-02-01-01-08.wav,475360,ef448ca763bf9aaee9831c87e4c16d73d8ed0ded4c26aabfa94fcec14f06c5e2,8,6,fearful,2,1,1,3,2,48000,221021,1,PCM_16,ok,
song,Actor_08/03-02-06-02-01-02-08.wav,478564,e7d634a2727600410c152ba2e19edfcfc1160014042e466ed2f31a7087fa1276,8,6,fearful,2,1,2,3,2,48000,222623,1,PCM_16,ok,
song,Actor_08/03-02-06-02-02-01-08.wav,462548,868cc13b90421455571fa57213078ac8e2fa2ebf1948ac7bd28cef1be8e1cd90,8,6,fearful,2,2,1,3,2,48000,214615,1,PCM_16,ok,
song,Actor_08/03-02-06-02-02-02-08.wav,478562,b22e8275e15e519e8e8ce608d3826ca6a720cbaeeb4aa38b639dac2d197d70ef,8,6,fearful,2,2,2,3,2,48000,222622,1,PCM_16,ok,
song,Actor_09/03-02-01-01-01-01-09.wav,426592,ec255ee5ab4c37bebd211448697e7a4f60f0c1fa829d68d7c1ee4a2781f8ccb2,9,1,neutral,1,1,1,3,2,48000,196997,1,PCM_16,ok,
song,Actor_09/03-02-01-01-01-02-09.wav,452216,f4a3ef74eb2df3eec4eba421c8b1e437f36c71043a915fcd0ff171e8a5ea5517,9,1,neutral,1,1,2,3,2,48000,209809,1,PCM_16,ok,
song,Actor_09/03-02-01-01-02-01-09.wav,439404,cc0c60c5b5ad600309aa921f6d9b242a083019c830fdb2e586e629d8c9916597,9,1,neutral,1,2,1,3,2,48000,203403,1,PCM_16,ok,
song,Actor_09/03-02-01-01-02-02-09.wav,432996,69b71f6d6529df6e5d3834ca4a4c0f7e418cdc38f728b311ff3455a3e24d2e18,9,1,neutral,1,2,2,3,2,48000,200200,1,PCM_16,ok,
song,Actor_09/03-02-02-01-01-01-09.wav,545724,c74389b29959f4c56820a8b56296dc43877a84b9725aa4e8aa774968d72fc9c1,9,2,calm,1,1,1,3,2,48000,256256,1,PCM_16,ok,
song,Actor_09/03-02-02-01-01-02-09.wav,611762,9f2d8679f009cf2464cfe05a63c29e8b345e883f786c0a783172027c763ab444,9,2,calm,1,1,2,3,2,48000,289889,1,PCM_16,ok,
song,Actor_09/03-02-02-01-02-01-09.wav,477846,39462b94c9f5cfbb6f37e324c7b561dfb505ead97b3dd821d5e7454ad06380ac,9,2,calm,1,2,1,3,2,48000,222623,1,PCM_16,ok,
song,Actor_09/03-02-02-01-02-02-09.wav,503470,e688bfef603c41dea490c45caeca766addbd81baa424ec45baea0f4a8dfa2e8f,9,2,calm,1,2,2,3,2,48000,235435,1,PCM_16,ok,
song,Actor_09/03-02-02-02-01-01-09.wav,554724,d40d1331d4a822b83ced7a4e64431f4b0d513e02a2afc1a89f1566b8f0cecc55,9,2,calm,2,1,1,3,2,48000,261061,1,PCM_16,ok,
song,Actor_09/03-02-02-02-01-02-09.wav,551522,9781a90edb1f63d6e4ef05c979530bf5375b6c3163b854da4c8bc69d12e61932,9,2,calm,2,1,2,3,2,48000,259460,1,PCM_16,ok,
song,Actor_09/03-02-02-02-02-01-09.wav,548928,6c43f68fbd1e2d15a17aea30eab6efe79d815cd79057f55de3f5bb834676a302,9,2,calm,2,2,1,3,2,48000,257858,1,PCM_16,ok,
song,Actor_09/03-02-02-02-02-02-09.wav,606584,10eae060efbb2a581c3aed96b4d328921f403f7c8aef98c87cabddbd1510ffcd,9,2,calm,2,2,2,3,2,48000,286687,1,PCM_16,ok,
song,Actor_09/03-02-03-01-01-01-09.wav,475322,bfa94e910ce0c245b7ea997dbdcaf2e2c7719cd17698561ae0711cec9a3ef78c,9,3,happy,1,1,1,3,2,48000,221021,1,PCM_16,ok,
song,Actor_09/03-02-03-01-01-02-09.wav,490656,b4a7904b6d0684c60632b64ecc1baa3d3ce219ca4706d9a4587b632f5a07e5b0,9,3,happy,1,1,2,3,2,48000,229028,1,PCM_16,ok,
song,Actor_09/03-02-03-01-02-01-09.wav,484252,b670956a68d8253c78ceeb50e712238bfda74f0574bdf18932c6b0fd954215c6,9,3,happy,1,2,1,3,2,48000,225826,1,PCM_16,ok,
song,Actor_09/03-02-03-01-02-02-09.wav,474642,3339b1cbdedb0791e42734470e35e080b97cc93971f4a18485d66ed4f33098fc,9,3,happy,1,2,2,3,2,48000,221021,1,PCM_16,ok,
song,Actor_09/03-02-03-02-01-01-09.wav,516960,dab3225a1652ec6d4432dd0c6b64d9c13c12667de9abfc31fff0c8b45fcf1a59,9,3,happy,2,1,1,3,2,48000,241841,1,PCM_16,ok,
song,Actor_09/03-02-03-02-01-02-09.wav,458626,42fbe5e9c1561bdc8feae72449ec89a6a51d2695672a5b9eb9269f88639dc8e2,9,3,happy,2,1,2,3,2,48000,213013,1,PCM_16,ok,
song,Actor_09/03-02-03-02-02-01-09.wav,477846,aad0b9fd4bdb437439cbf8a81a6ebbe46de051cbb6d52206dbcff9edf3fa6e1b,9,3,happy,2,2,1,3,2,48000,222623,1,PCM_16,ok,
song,Actor_09/03-02-03-02-02-02-09.wav,481048,fd83d46d3011662c6fd18dd61ac9a42b32da26eb1ab1b6434dbbbdb9b9f4cf12,9,3,happy,2,2,2,3,2,48000,224224,1,PCM_16,ok,
song,Actor_09/03-02-04-01-01-01-09.wav,525894,06f46e2beda69471321cf460670e9d1e2182660d3acf04b6c9bb058e165a27b1,9,4,sad,1,1,1,3,2,48000,246647,1,PCM_16,ok,
song,Actor_09/03-02-04-01-01-02-09.wav,611762,7525d4d16c4615f3abc011314a8890d09f19b63bb4e473394e8b74dac13089bc,9,4,sad,1,1,2,3,2,48000,289890,1,PCM_16,ok,
song,Actor_09/03-02-04-01-02-01-09.wav,564940,76440d9a312bed42049e980f7292379c16e6769c3d27271bce3ed3fe79155a58,9,4,sad,1,2,1,3,2,48000,265866,1,PCM_16,ok,
song,Actor_09/03-02-04-01-02-02-09.wav,568142,8ed874d89c2a7993a2d53a688b5940118b3d43bfb52eeb9f1777fa3b6c816cbf,9,4,sad,1,2,2,3,2,48000,267467,1,PCM_16,ok,
song,Actor_09/03-02-04-02-01-01-09.wav,445812,ff4c3384072850e855764b9a40d6e2f93c06da06be827ddac7c00d2b27eb1598,9,4,sad,2,1,1,3,2,48000,206606,1,PCM_16,ok,
song,Actor_09/03-02-04-02-01-02-09.wav,449018,877ee8d9e257af96dfa2a3f4e662302714e57f486fada5d67775650d7c3a11f8,9,4,sad,2,1,2,3,2,48000,208208,1,PCM_16,ok,
song,Actor_09/03-02-04-02-02-01-09.wav,442612,39878bb20d6a8dd98cab3bec5c49b931a07a2e2cf0c1e8825ce2c5935c030e20,9,4,sad,2,2,1,3,2,48000,205005,1,PCM_16,ok,
song,Actor_09/03-02-04-02-02-02-09.wav,432998,e6cb825677c6c4aa1a86bcf044666a4a65523c093750c0f88c471eb8e847ad7c,9,4,sad,2,2,2,3,2,48000,200200,1,PCM_16,ok,
song,Actor_09/03-02-05-01-01-01-09.wav,429798,d1fea4ccf0ee9d49422e44477b297dd7435ca03f88714cb280d1a4cf9abd0c10,9,5,angry,1,1,1,3,2,48000,198598,1,PCM_16,ok,
song,Actor_09/03-02-05-01-01-02-09.wav,420190,dae8e158d49864f09905b9c079b6e46c4e19f5c7f2dfa6fc86b8622abeb8bec7,9,5,angry,1,1,2,3,2,48000,193794,1,PCM_16,ok,
song,Actor_09/03-02-05-01-02-01-09.wav,420190,a38582434259da27fabdbdc2a81b7a7c6b9e8b4ebd9428da72a471f48b32a744,9,5,angry,1,2,1,3,2,48000,193794,1,PCM_16,ok,
song,Actor_09/03-02-05-01-02-02-09.wav,436204,a04d5535baa7ea7e97acc6b0a1a287c67608249ef18393b916b83025ad9c3354,9,5,angry,1,2,2,3,2,48000,201801,1,PCM_16,ok,
song,Actor_09/03-02-05-02-01-01-09.wav,433002,895cc601cae53b8c46907ee5a9d729adf3826b761415d6e78d71592e82ad79ab,9,5,angry,2,1,1,3,2,48000,200200,1,PCM_16,ok,
song,Actor_09/03-02-05-02-01-02-09.wav,429800,fdcc1216d952e97872c477d0512aee370e00fa412ccf3760a89a9b5681e37dd0,9,5,angry,2,1,2,3,2,48000,198599,1,PCM_16,ok,
song,Actor_09/03-02-05-02-02-01-09.wav,426596,6f67221d02cb2f7bb0f63634053df1461b86274de80cd6e2e49f51f2e03eb3bb,9,5,angry,2,2,1,3,2,48000,196997,1,PCM_16,ok,
song,Actor_09/03-02-05-02-02-02-09.wav,494522,c5f43fd59821790f2ad4e4b13f4dbe621ac98ddd63438b0eab632ef7f1b92c2a,9,5,angry,2,2,2,3,2,48000,230630,1,PCM_16,ok,
song,Actor_09/03-02-06-01-01-01-09.wav,426596,8fb1d41c6b621bbde4f933b63f818866272e964b265736a7f8a4e033e9f183f8,9,6,fearful,1,1,1,3,2,48000,196997,1,PCM_16,ok,
song,Actor_09/03-02-06-01-01-02-09.wav,410578,ca503ea8e471e56b08a607779bc678567d73265959bba16f57115d1cae22fcc5,9,6,fearful,1,1,2,3,2,48000,188988,1,PCM_16,ok,
song,Actor_09/03-02-06-01-02-01-09.wav,400970,a86ace0098b8352a67fbcb94a65f65ebf4740e6e939c1222f0c0f6080f0bcc9d,9,6,fearful,1,2,1,3,2,48000,184184,1,PCM_16,ok,
song,Actor_09/03-02-06-01-02-02-09.wav,407378,0403af0b414f335b2612ffca9faf06736f67a524733fb213b8841097acfe1bcc,9,6,fearful,1,2,2,3,2,48000,187388,1,PCM_16,ok,
song,Actor_09/03-02-06-02-01-01-09.wav,416986,ab8330366d44e479d3459e483c9fda44b615d77a16ca2ece21e6aa1ec2e7d78f,9,6,fearful,2,1,1,3,2,48000,192192,1,PCM_16,ok,
song,Actor_09/03-02-06-02-01-02-09.wav,413772,1670a066e60ec7eef603e070bd52908dd3f976adf3d11a4e482cce64a34f9840,9,6,fearful,2,1,2,3,2,48000,190590,1,PCM_16,ok,
song,Actor_09/03-02-06-02-02-01-09.wav,420190,6f221a668eacf0ad98aabbe523dff1fa72133df94064639fd0378e14877902e0,9,6,fearful,2,2,1,3,2,48000,193794,1,PCM_16,ok,
song,Actor_09/03-02-06-02-02-02-09.wav,429792,619f26db363d1177d7dca421bfa43b9727bc8ee64b41da4f61d6f3c2ee91bec8,9,6,fearful,2,2,2,3,2,48000,198598,1,PCM_16,ok,
song,Actor_10/03-02-01-01-01-01-10.wav,520242,ffcee7c830d916b1d7a8dbc073b0d02cd36718c9aeed39049dfc64e43b0d2434,10,1,neutral,1,1,1,3,2,48000,237037,1,PCM_16,ok,
song,Actor_10/03-02-01-01-01-02-10.wav,517040,67f72ae6e0839ecd2be29a2cc655469c4b8bba5bcfde9871ddca3364657ff4b8,10,1,neutral,1,1,2,3,2,48000,235436,1,PCM_16,ok,
song,Actor_10/03-02-01-01-02-01-10.wav,504226,2187f9617bed9b947defa55718bb9499b7a943ac6d7943231ef2060fd92cc58d,10,1,neutral,1,2,1,3,2,48000,229028,1,PCM_16,ok,
song,Actor_10/03-02-01-01-02-02-10.wav,513836,50893f715f26bd0501f57ebb3881f1066dbbb4e8e99e90ffcff21dddbce23ce3,10,1,neutral,1,2,2,3,2,48000,233833,1,PCM_16,ok,
song,Actor_10/03-02-02-01-01-01-10.wav,520242,f433ab4e756e7db4af50b0bb4be2fa9466d7d4ea6796d6b0164ef7932351e811,10,2,calm,1,1,1,3,2,48000,237036,1,PCM_16,ok,
song,Actor_10/03-02-02-01-01-02-10.wav,523448,e89bd1bf3061364628c38019e82596a817f1d64d273ec9ef1663ef9a27da1106,10,2,calm,1,1,2,3,2,48000,238639,1,PCM_16,ok,
song,Actor_10/03-02-02-01-02-01-10.wav,533056,a444f03ce97ff674fcacdd517e75c76e9204ce86b6c760206d59407918d8ee80,10,2,calm,1,2,1,3,2,48000,243443,1,PCM_16,ok,
song,Actor_10/03-02-02-01-02-02-10.wav,526650,a732f7853ace194750108cb6d772007aa79cf654c8237cf5d6977a1cd97ef9f7,10,2,calm,1,2,2,3,2,48000,240240,1,PCM_16,ok,
song,Actor_10/03-02-02-02-01-01-10.wav,539464,bece9dc0ddccb9860aaf5da8c50a7eb47dffd2f54a9fced2f195f82e4069284e,10,2,calm,2,1,1,3,2,48000,246646,1,PCM_16,ok,
song,Actor_10/03-02-02-02-01-02-10.wav,561888,43a8854c385a0ecfefda240dddbed0d3f5b6f829ce9392418519d44d5191c9d6,10,2,calm,2,1,2,3,2,48000,257858,1,PCM_16,ok,
song,Actor_10/03-02-02-02-02-01-10.wav,523448,41ee4af1060b9804404a2e553263fc34e831c526a22fc049cc5994fc4b8af5e9,10,2,calm,2,2,1,3,2,48000,238639,1,PCM_16,ok,
song,Actor_10/03-02-02-02-02-02-10.wav,561882,4b007f31a37a416b6663de2b9229b6863a3f1b043ffd9e19953c0574e11dac7d,10,2,calm,2,2,2,3,2,48000,257857,1,PCM_16,ok,
song,Actor_10/03-02-03-01-01-01-10.wav,539464,2af747e0321bb7156a308f2bb098109561c666c0b21accc4e99636073f6234a6,10,3,happy,1,1,1,3,2,48000,246646,1,PCM_16,ok,
song,Actor_10/03-02-03-01-01-02-10.wav,528614,57b21440eadc897c9e631005393e7cc243f05f278c9f2e695098fc4d6db8f719,10,3,happy,1,1,2,3,2,48000,241841,1,PCM_16,ok,
song,Actor_10/03-02-03-01-02-01-10.wav,565100,bc70d15a456de11f8ad1c67ef8fa337f48a60f65a80898255aa00c0fbdaf88d7,10,3,happy,1,2,1,3,2,48000,259459,1,PCM_16,ok,
song,Actor_10/03-02-03-01-02-02-10.wav,529860,85d9333e45e42f41dfca0825009ab8ea05446f5ca52a7bff20c73a0b4fe37a24,10,3,happy,1,2,2,3,2,48000,241841,1,PCM_16,ok,
song,Actor_10/03-02-03-02-01-01-10.wav,523454,52e77b688a06f9966dfadc5a2fbb0a91a74741b41aa6971535e6cf1fa539469a,10,3,happy,2,1,1,3,2,48000,238638,1,PCM_16,ok,
song,Actor_10/03-02-03-02-01-02-10.wav,504238,64513dd1b4421831ea1cb0e59391e0b66ec0e2075157cd36b48b0ca99d3b1653,10,3,happy,2,1,2,3,2,48000,229028,1,PCM_16,ok,
song,Actor_10/03-02-03-02-02-01-10.wav,507444,cd34140e6819212ddb7abd306b5193294445c37a097800c2d7456bd2b136e1aa,10,3,happy,2,2,1,3,2,48000,230631,1,PCM_16,ok,
song,Actor_10/03-02-03-02-02-02-10.wav,494630,d09a391b60a2c1e06bdd60db8a009441056cb195d06e84e9ec91bb39297101a9,10,3,happy,2,2,2,3,2,48000,224224,1,PCM_16,ok,
song,Actor_10/03-02-04-01-01-01-10.wav,546490,e51e9611e6973622621ff399c0d260d27083015abfa28978f578d1af863388cb,10,4,sad,1,1,1,3,2,48000,249849,1,PCM_16,ok,
song,Actor_10/03-02-04-01-01-02-10.wav,542678,fd960153e8c1e7661a0b515cea6f4bf1901a96f493397ec8d1026bc0159c1f94,10,4,sad,1,1,2,3,2,48000,248248,1,PCM_16,ok,
song,Actor_10/03-02-04-01-02-01-10.wav,539474,37f5a3f25b17c9719e32a6e2c089257274de6c1c1a4afc46b99d2a1b31e79a54,10,4,sad,1,2,1,3,2,48000,246646,1,PCM_16,ok,
song,Actor_10/03-02-04-01-02-02-10.wav,533068,a559e36d91edbd605584c568fc2e587815291e54858c2db2926580ecd610ad2f,10,4,sad,1,2,2,3,2,48000,243443,1,PCM_16,ok,
song,Actor_10/03-02-04-02-01-01-10.wav,561898,7b0e29b5308e3fb28e507d2ae427ea9b88717a754941707f762e99c761df6308,10,4,sad,2,1,1,3,2,48000,257858,1,PCM_16,ok,
