unit_id,arm,corpus_level,base_corpus,panel_draw,model,cell,fold,r,seed_index,train_seed,config_sha256,split_sha256,n_fit,n_val,n_test,est_gpu_sec,cap_group,conditional,truncation_rank,status
a8a9ba3d52904d1e0f94667963b20bb1026a800c1637fd697719ba93702ff371,CTRL,subesco_980,subesco_980,,wav2vec2_base,GR,2,1,1,3167394100,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,a02739411f954b6a6d65b94c548e942921776e4d3dedbc73631d0fc02b317721,588,196,196,3.2,CTRL,0,99,pending
01644245e4b47094ef434e7d7ed01566176165582ca730150402c3752658da2b,CTRL,subesco_980,subesco_980,,wav2vec2_base,GR,3,1,1,3052782321,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,a02739411f954b6a6d65b94c548e942921776e4d3dedbc73631d0fc02b317721,588,196,196,3.2,CTRL,0,99,pending
81578018867e5fad659495e1c6224e9c3c5bcaaddeb316555fe2afe15d51a9da,CTRL,subesco_980,subesco_980,,wav2vec2_base,GR,4,1,1,2030425621,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,a02739411f954b6a6d65b94c548e942921776e4d3dedbc73631d0fc02b317721,588,196,196,3.2,CTRL,0,99,pending
fcecc29e111154d43d7d96fd8f04d4258690bd7ab2dd51cd25181cd316cab031,CTRL,subesco_980,subesco_980,,cnn,GG,0,1,1,3719255956,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,5.586,CTRL,0,99,pending
ade237289200a6244e36d81f4467eadda20d4be9c6af881d547cff6fdec2f8ca,CTRL,subesco_980,subesco_980,,cnn,GG,1,1,1,856234756,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,5.586,CTRL,0,99,pending
ac5cb453407a19e7dcd5c991a45aa3dff09d4dbad479a1419d9fe7089564eba7,CTRL,subesco_980,subesco_980,,cnn,GG,2,1,1,3167394100,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,5.586,CTRL,0,99,pending
e908539a9de8e574c96fa8581ced75b7b5da291798efe6933ff5068c5821a276,CTRL,subesco_980,subesco_980,,cnn,GG,3,1,1,3052782321,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,5.586,CTRL,0,99,pending
361d85d3a570288250ab4720a1abc2295725ab889442c43933e87579319fb4ab,CTRL,subesco_980,subesco_980,,cnn,GG,4,1,1,2030425621,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,5.586,CTRL,0,99,pending
7b97a2db704f1d923f2620d6a6648d7fcf7402ea284086d4cb6cd030176b3aaf,CTRL,subesco_980,subesco_980,,resnet_se,GG,0,1,1,3719255956,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,7.82,CTRL,0,99,pending
78c8996ec1135713c7cca4bdb989232bd945b0fa4ec2bf8de02619cb715d1e4f,CTRL,subesco_980,subesco_980,,resnet_se,GG,1,1,1,856234756,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,7.82,CTRL,0,99,pending
dec10ba312beba1f71da1a97d156c6aa37b1ea465a0adbe0572849568b330254,CTRL,subesco_980,subesco_980,,resnet_se,GG,2,1,1,3167394100,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,7.82,CTRL,0,99,pending
8a3fb16b34594d443c42e2fe0ee9dc2efab08c7711604cc15f9350e69f4d3384,CTRL,subesco_980,subesco_980,,resnet_se,GG,3,1,1,3052782321,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,7.82,CTRL,0,99,pending
154c80bb847572125eb8a0a6078dcd533db658b75f679d046646602756286323,CTRL,subesco_980,subesco_980,,resnet_se,GG,4,1,1,2030425621,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,7.82,CTRL,0,99,pending
2335300c322fa2ad6b9edcfa81ca46da7cb48a2fdd258dd48c7e974f9efd917a,CTRL,subesco_980,subesco_980,,transformer,GG,0,1,1,3719255956,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,6.145,CTRL,0,99,pending
ed32bb0af7f5958154c96dd302cc323f6620eb92af4b1e743843fbae415a2e94,CTRL,subesco_980,subesco_980,,transformer,GG,1,1,1,856234756,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,6.145,CTRL,0,99,pending
58c906366988678e3146260e3669c38bd8dad140c0897ee8955dee1899502a5e,CTRL,subesco_980,subesco_980,,transformer,GG,2,1,1,3167394100,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,6.145,CTRL,0,99,pending
6eaa983a69c96e6e3ceca52235863e401f900ee4fa16eeee52ce5c2109028f80,CTRL,subesco_980,subesco_980,,transformer,GG,3,1,1,3052782321,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,6.145,CTRL,0,99,pending
d3d591b3979feee9f991a4a91c0b3399a15e90107fd50dddbb88565df8b84468,CTRL,subesco_980,subesco_980,,transformer,GG,4,1,1,2030425621,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,6.145,CTRL,0,99,pending
2bfcddc40550feda63b8ebcfb45d0173adb0188d4406a99d7bb6725f5d2c4dd7,CTRL,subesco_980,subesco_980,,hubert_base,GG,0,1,1,3719255956,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
cb29a06942c62fc6da64bd1f8b6cd762b7e9da5c16e20d1ccab2c9e3ee561bd6,CTRL,subesco_980,subesco_980,,hubert_base,GG,1,1,1,856234756,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
440c0958ea3fd36638ffd17211da3c67ff34913d050edce87d5a0079e363008b,CTRL,subesco_980,subesco_980,,hubert_base,GG,2,1,1,3167394100,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
a7bbe3a62ca0e4732cafbdaa7ffac9ae9ea534a1c43072f23d89bbe374af8a83,CTRL,subesco_980,subesco_980,,hubert_base,GG,3,1,1,3052782321,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
b0fc8495657ac4657d1edb263669e75efef483e55e199a699449cef03862aebf,CTRL,subesco_980,subesco_980,,hubert_base,GG,4,1,1,2030425621,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
10c3bcf2ddea2eee26e06372c8ae161824e64bbd8e3255b967be25eff8d4ef26,CTRL,subesco_980,subesco_980,,wavlm_base_plus,GG,0,1,1,3719255956,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
308a4cdc593f3be41f0b487573e4b20cff358afad39fb9d29b94c79e0b439ba4,CTRL,subesco_980,subesco_980,,wavlm_base_plus,GG,1,1,1,856234756,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
468c9f854102fc139db26e2c700e73693ab2c55f2bec265850c5d9328cf50dc0,CTRL,subesco_980,subesco_980,,wavlm_base_plus,GG,2,1,1,3167394100,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
9d07621b3365b70a317af209e1d455c3cdc6f911521c83b2282524df1a3161d6,CTRL,subesco_980,subesco_980,,wavlm_base_plus,GG,3,1,1,3052782321,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
b5a9045d6905f0241f0a73936bb2f16c02baaf5f01ed2db29526146b335606fa,CTRL,subesco_980,subesco_980,,wavlm_base_plus,GG,4,1,1,2030425621,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
0bbf2b72b8ef2f62642eced6ed5cab592b74cde16f76489595fd87edad241963,CTRL,subesco_980,subesco_980,,wav2vec2_base,GG,0,1,1,3719255956,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
4e9a941439abc78bfd217fb2efb36c242fb754757f8e509d1d13855abed4a4c7,CTRL,subesco_980,subesco_980,,wav2vec2_base,GG,1,1,1,856234756,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
f5b7ecbb589fda8fbcb291d2997cfa0f5ff465d423547f36b637b1702a10feff,CTRL,subesco_980,subesco_980,,wav2vec2_base,GG,2,1,1,3167394100,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
711f923953434583dfb770576995f30e27d11fa6e9039e50c424fc079cade2ed,CTRL,subesco_980,subesco_980,,wav2vec2_base,GG,3,1,1,3052782321,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
ea5d6744d95c01a10c5ab42fa605c3082bbf721b313260735bb8acc34e84b147,CTRL,subesco_980,subesco_980,,wav2vec2_base,GG,4,1,1,2030425621,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,039cb485bbd39610729d8ebe0c76331e71a73d67922ec4efadc8ca952942a62b,588,196,196,3.2,CTRL,0,99,pending
5220183866c9449dbee39b68b332a011057e1ea0f6672059368717c0aab1bf56,CTRL,subesco_980,subesco_980,,cnn,RR,0,2,2,841862398,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,5.586,CTRL,0,99,pending
0faf3fa03e0a2231f8b60d697adcd63201bce77ccdc599f101902ef8051adaf6,CTRL,subesco_980,subesco_980,,cnn,RR,1,2,2,2589917714,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,5.586,CTRL,0,99,pending
6c434ecca03b023797d3fc9e1d262525c5ccef9f017e2ef0344b7aa645d931af,CTRL,subesco_980,subesco_980,,cnn,RR,2,2,2,2537516778,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,5.586,CTRL,0,99,pending
8123003d4d3bf429cc10da6e5e3a7813fced9e9b89c5044f04dde0b935feaf3f,CTRL,subesco_980,subesco_980,,cnn,RR,3,2,2,3570449696,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,5.586,CTRL,0,99,pending
f5643f732b07957b291d6ba604bf3611d766b59d285d6a3fa14d1ad0e32eade4,CTRL,subesco_980,subesco_980,,cnn,RR,4,2,2,898071564,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,5.586,CTRL,0,99,pending
f0ba82b603b9fab1d07f7762370125ecf13b331337fdb688acac60e3359c46c8,CTRL,subesco_980,subesco_980,,resnet_se,RR,0,2,2,841862398,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,7.82,CTRL,0,99,pending
08962c11f04fb107db418276a12a8c245fd38d367496a4d5c7264a026b540c8c,CTRL,subesco_980,subesco_980,,resnet_se,RR,1,2,2,2589917714,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,7.82,CTRL,0,99,pending
0450e6f8b4f05b61119d44e1c455e559bfdc700cc106f00e7c3d1853056d2d55,CTRL,subesco_980,subesco_980,,resnet_se,RR,2,2,2,2537516778,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,7.82,CTRL,0,99,pending
1c8acd6dce43f3143591af618bf3a85c394a85a8fbe4de37caf15484792533a7,CTRL,subesco_980,subesco_980,,resnet_se,RR,3,2,2,3570449696,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,7.82,CTRL,0,99,pending
4fb9cdff2570e046f3a2f311f1182d20a6f2464e762b3f4a6f2656487e03547a,CTRL,subesco_980,subesco_980,,resnet_se,RR,4,2,2,898071564,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,7.82,CTRL,0,99,pending
865d9e891853876c0a90af049b23ff964e724480c0aa97ef6d7b5f633822fad8,CTRL,subesco_980,subesco_980,,transformer,RR,0,2,2,841862398,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,6.145,CTRL,0,6,pending
8cac311a5ed2b3e016b66bba219f5d6aa7d39157fd4254b3811aba35a034929b,CTRL,subesco_980,subesco_980,,transformer,RR,1,2,2,2589917714,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,6.145,CTRL,0,6,pending
a852284d03de3868542e5c2101d31ae88b89a47d6ad7fa695d364e943c99278a,CTRL,subesco_980,subesco_980,,transformer,RR,2,2,2,2537516778,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,6.145,CTRL,0,6,pending
ae34d477e9a4a4e9a63d0ab885acd0efcce212c076d21c61419b0b0f75609e9e,CTRL,subesco_980,subesco_980,,transformer,RR,3,2,2,3570449696,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,6.145,CTRL,0,6,pending
89b301a081f53c7ef6f1b5f825f6107e2c5083c73b9a10359f26127f1d65cc06,CTRL,subesco_980,subesco_980,,transformer,RR,4,2,2,898071564,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,6.145,CTRL,0,6,pending
0bd24f5e07613d422907488aa037db1ff27c3b70dd314ac7384576f6d0e4ace4,CTRL,subesco_980,subesco_980,,hubert_base,RR,0,2,2,841862398,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
3f32922e080e3f28ad57ffa59c803c10363552d8d9946d5b22b04042e64db8e8,CTRL,subesco_980,subesco_980,,hubert_base,RR,1,2,2,2589917714,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
73fe454c52958559d5cd84ac1095d9a414f08033c561407129db1198891ec98b,CTRL,subesco_980,subesco_980,,hubert_base,RR,2,2,2,2537516778,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
9bc3b4bfc29eb3e1e9559c0677b2b247d4952e4b37eef011a4720bfc055f8bfd,CTRL,subesco_980,subesco_980,,hubert_base,RR,3,2,2,3570449696,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
39a6eedd999a5fbf7fc963b784cdfbae12db237d21b9d0b02ca827a16290da22,CTRL,subesco_980,subesco_980,,hubert_base,RR,4,2,2,898071564,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
b9bd77d41725085161a7d371d899bc3bdf8a8f550f3dd1cc197a9060d2e1dd94,CTRL,subesco_980,subesco_980,,wavlm_base_plus,RR,0,2,2,841862398,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
0dd83815ad1841a3df7247ca510a37ba3bbb42a6b6a6edf8c2d8f3270c663ed9,CTRL,subesco_980,subesco_980,,wavlm_base_plus,RR,1,2,2,2589917714,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
f781ad1e3e9d6d0bc1c84ce57b25eb59aecd15c6634f7f9be56f245f23f4579e,CTRL,subesco_980,subesco_980,,wavlm_base_plus,RR,2,2,2,2537516778,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
0487d0fa100bf35da9138c1fb36ab4878c582b10e4146bd44a5c002ad1a40bcd,CTRL,subesco_980,subesco_980,,wavlm_base_plus,RR,3,2,2,3570449696,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
be77b4655003f14cd39aff8f227471d6dc903b7ded6e6a6d88bef773b5072404,CTRL,subesco_980,subesco_980,,wavlm_base_plus,RR,4,2,2,898071564,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
1168e91039d18f3adb6ab5da802cad88e921cd3b38a83625ed6f6e2ce0dd41aa,CTRL,subesco_980,subesco_980,,wav2vec2_base,RR,0,2,2,841862398,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
2684f07b758e067ef9d354c0ca00a7f8876ee94ad7d2cf28e8d7232bc73b3d4e,CTRL,subesco_980,subesco_980,,wav2vec2_base,RR,1,2,2,2589917714,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
d699373eeb93d459f64b37046b9cd3885f54b4054f83ea1503be5fa8bace84c6,CTRL,subesco_980,subesco_980,,wav2vec2_base,RR,2,2,2,2537516778,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
cfb921f16e732fef7c32325df3567ce1b6bde8d7b9b46eeff187813ae4dd472e,CTRL,subesco_980,subesco_980,,wav2vec2_base,RR,3,2,2,3570449696,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
9d3550f7c1d5e0adc0d49d5a82057effa9691de17698c71d9a3e1181446d3903,CTRL,subesco_980,subesco_980,,wav2vec2_base,RR,4,2,2,898071564,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,99eed41c5e37852d664a306343f6bd2a086584c76e226bbb1c10c2305ddcbfcd,588,196,196,3.2,CTRL,0,99,pending
b93297180d336964b617fcf3bb5eea2ea34ef92576d1db13d23fba77914f1b2b,CTRL,subesco_980,subesco_980,,cnn,RG,0,2,2,841862398,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,589,195,196,5.595,CTRL,0,99,pending
f8f77b1563892fef84bffe0c107d5660009c2bf6f11e9ae9c5198355d2041d48,CTRL,subesco_980,subesco_980,,cnn,RG,1,2,2,2589917714,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,587,197,196,5.577,CTRL,0,99,pending
645a73acbb2b7990a34a510f8b437883ffb11d6f3d302f9b23583e73220623c2,CTRL,subesco_980,subesco_980,,cnn,RG,2,2,2,2537516778,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,579,205,196,5.5,CTRL,0,99,pending
1e0dc50cb65f0a53b2cc71a15f4bb37adee9eda9bdd74f6cc094ab64c9f7b138,CTRL,subesco_980,subesco_980,,cnn,RG,3,2,2,3570449696,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,589,195,196,5.595,CTRL,0,99,pending
3142ab604e79e8c2c218d8f52732dc7a98dc3748f9532563514f7f172253a696,CTRL,subesco_980,subesco_980,,cnn,RG,4,2,2,898071564,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,582,202,196,5.529,CTRL,0,99,pending
594038f1524fe8b268f7f57c2ed24dcb4984253defcd2a90f63824ae2d0d2093,CTRL,subesco_980,subesco_980,,resnet_se,RG,0,2,2,841862398,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,589,195,196,7.834,CTRL,0,99,pending
ef94c21fc0265657f77d3d9bc09f7b5d29eae16b06f5215e93402c049b900bbf,CTRL,subesco_980,subesco_980,,resnet_se,RG,1,2,2,2589917714,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,587,197,196,7.807,CTRL,0,99,pending
48acbd632bf11925d199546afcd330c6955641dd4333373069c516759acf9256,CTRL,subesco_980,subesco_980,,resnet_se,RG,2,2,2,2537516778,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,579,205,196,7.701,CTRL,0,99,pending
9a278697fd93ce6afddeaf25e6ab880331724c44eaaf6d7797bc65e9e2fdd8c2,CTRL,subesco_980,subesco_980,,resnet_se,RG,3,2,2,3570449696,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,589,195,196,7.834,CTRL,0,99,pending
18b85fbbcc3ee536adc18756a97b74221eb5852f0d35f2ee9b361650a236f7e1,CTRL,subesco_980,subesco_980,,resnet_se,RG,4,2,2,898071564,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,7f11b65c31dd735563a12f35dbfc87f8c4fea58a27ae8093af61c1449ed0aa43,582,202,196,7.741,CTRL,0,99,pending
