sample_index,corpus,relative_path,bytes,sha256,speaker,sex,label,label_index,sentence,take,intensity
326,ravdess,Actor_06/03-01-04-02-02-01-06.wav,489400,e0fe33e75fc28d6c02283689768fb68e817575b4123633594e03d14eb3ecdff4,06,F,sad,3,S2,R1,strong
327,ravdess,Actor_06/03-01-04-02-02-02-06.wav,434946,b9c089a869cf069f2e74b6abe81ebd0116ed95332ecbd1cf9472c0e8002764bf,06,F,sad,3,S2,R2,strong
328,ravdess,Actor_06/03-01-05-01-01-01-06.wav,409322,c231083df71b164edabd744fcf2b2e7148b10a679de82f0a6453ae49b2e8e148,06,F,angry,4,S1,R1,normal
329,ravdess,Actor_06/03-01-05-01-01-02-06.wav,428540,a137639b4df8b329ea0f40f715df0efd364a782e097a666d683c23142e345735,06,F,angry,4,S1,R2,normal
330,ravdess,Actor_06/03-01-05-01-02-01-06.wav,450972,8199f6a69cf285f733fa3731f1f388808915f8fd356861ac389a2c4b5861e349,06,F,angry,4,S2,R1,normal
331,ravdess,Actor_06/03-01-05-01-02-02-06.wav,422144,faa619a393ff2936a28d8c4c718a0779a960165e1396aaa29c8dd7e301d6a4c1,06,F,angry,4,S2,R2,normal
332,ravdess,Actor_06/03-01-05-02-01-01-06.wav,441364,8abb48178f83eac111cc74dd7c1e0814c8d054192a5b205917406f87c460be03,06,F,angry,4,S1,R1,strong
333,ravdess,Actor_06/03-01-05-02-01-02-06.wav,450972,1d469c1c27629f27f7e893207aff08f8ed603c19448d8ccdc4d9b56dab9b8785,06,F,angry,4,S1,R2,strong
334,ravdess,Actor_06/03-01-05-02-02-01-06.wav,473396,d197de58e2b461eb7d394637c4960783f78f1ae9bec7a907680d8a3e9b5606a1,06,F,angry,4,S2,R1,strong
335,ravdess,Actor_06/03-01-05-02-02-02-06.wav,476598,4beea9b5a012bf9c76a3f89b027013c42c7977ec78dd396b3703a88c478e75af,06,F,angry,4,S2,R2,strong
336,ravdess,Actor_06/03-01-06-01-01-01-06.wav,396518,9007d30b0082700b21b38ffbb84cdea692e8ae2cbbfd6472e2e3306a39c5a9e4,06,F,fearful,5,S1,R1,normal
337,ravdess,Actor_06/03-01-06-01-01-02-06.wav,379318,e0bff4da6164b9bbda6ebebdacfe4084efda9a1685d35d6ac81388e1eb185235,06,F,fearful,5,S1,R2,normal
338,ravdess,Actor_06/03-01-06-01-02-01-06.wav,390116,d39c7903466f82b9b2ed013e1b99a41e058e72664d4ffcec5a7c27e53b73176e,06,F,fearful,5,S2,R1,normal
339,ravdess,Actor_06/03-01-06-01-02-02-06.wav,383708,0b0c6812729731d10b9a9efd8adb349eade4eb6c9512e408d93311a2f0f575b9,06,F,fearful,5,S2,R2,normal
340,ravdess,Actor_06/03-01-06-02-01-01-06.wav,396518,c7f113c6d41781df3c25db1d5690aefc63345bd3d0e06e3d2701176ff0fdf575,06,F,fearful,5,S1,R1,strong
341,ravdess,Actor_06/03-01-06-02-01-02-06.wav,393314,c722421a8b5145067e33075798c0f4423c8fcc9e05960d755717f7c4e01dab02,06,F,fearful,5,S1,R2,strong
342,ravdess,Actor_06/03-01-06-02-02-01-06.wav,406126,18050410dd89f829ffa4dac2231269c46c197669a15672d0f2c9ba6402296f83,06,F,fearful,5,S2,R1,strong
343,ravdess,Actor_06/03-01-06-02-02-02-06.wav,406126,6f55cca1d51a6811c3cc79c8b9f46ff9a5c5423ac39237151bc35fc31d467ba6,06,F,fearful,5,S2,R2,strong
344,ravdess,Actor_06/03-01-07-01-01-01-06.wav,383702,d10add6a9ca8b6966c668c3eee03e83aca5540adf6dc604a5caf781ef7ca3f26,06,F,disgust,6,S1,R1,normal
345,ravdess,Actor_06/03-01-07-01-01-02-06.wav,457378,52b84ce69946a6a4bee7cffd44a72f186fbc7d73993cbc1e66b06ca3208f6442,06,F,disgust,6,S1,R2,normal
346,ravdess,Actor_06/03-01-07-01-02-01-06.wav,406126,bf6fa42c3845e46ac299abc1dba37f6d5da8dcf1422cf21918bf69ee61c67e3f,06,F,disgust,6,S2,R1,normal
347,ravdess,Actor_06/03-01-07-01-02-02-06.wav,425346,5f091d49a79f3871100d16631fa82d02043c9759c3440560619b282ba37031b9,06,F,disgust,6,S2,R2,normal
348,ravdess,Actor_06/03-01-07-02-01-01-06.wav,460582,bcfa3f040cb285852fc38ae8f1072854a58a8e870731c0ff32721f388f36f95b,06,F,disgust,6,S1,R1,strong
349,ravdess,Actor_06/03-01-07-02-01-02-06.wav,425350,f0a7612f89a424f97ba4d662c135e7e547666124db42a7efeebde9fd3631fffc,06,F,disgust,6,S1,R2,strong
350,ravdess,Actor_06/03-01-07-02-02-01-06.wav,433772,363f561de2c9160aab769801ae973476ada718afef064f805eb1d3bb8e48bfb0,06,F,disgust,6,S2,R1,strong
351,ravdess,Actor_06/03-01-07-02-02-02-06.wav,428548,7ac4015cefd1c74113ea09821d6a6929ce7ff20ebed46e1c8bfbf773c5d65b48,06,F,disgust,6,S2,R2,strong
352,ravdess,Actor_06/03-01-08-01-01-01-06.wav,358134,2594534bb6ecb6b354699e2039dfc025aa09900111c7c3b0e78705cb20b1679a,06,F,surprised,7,S1,R1,normal
353,ravdess,Actor_06/03-01-08-01-01-02-06.wav,358134,2f21ff30751d44404c214ffbd7313d87cad3bbd938f68492d996fcb54cb20c0d,06,F,surprised,7,S1,R2,normal
354,ravdess,Actor_06/03-01-08-01-02-01-06.wav,354932,f9daf135ced270749062abf90fb61c45d208b42438484e822dca27853198fe9f,06,F,surprised,7,S2,R1,normal
355,ravdess,Actor_06/03-01-08-01-02-02-06.wav,348524,ee8c714b012322693cad150b1811635f641ab3f2513d0595ecab85d1dabe7681,06,F,surprised,7,S2,R2,normal
356,ravdess,Actor_06/03-01-08-02-01-01-06.wav,358134,740b5b46bdadb2270d7e7ce2b972cdd819be2d72ad9df3868023dee01f82c475,06,F,surprised,7,S1,R1,strong
357,ravdess,Actor_06/03-01-08-02-01-02-06.wav,370948,48c0a5753dc71ff68828bf689a8e20e86c652cbde677bdccc1c87e7d730f70ef,06,F,surprised,7,S1,R2,strong
358,ravdess,Actor_06/03-01-08-02-02-01-06.wav,364540,d21b4885a50a5a839c36525e5077ccf86d8c0443ac48c044a8f396f3716608d7,06,F,surprised,7,S2,R1,strong
359,ravdess,Actor_06/03-01-08-02-02-02-06.wav,354248,8dc978712d7289d40ae4b2afa12b9b70fb121ecfb06ecdf5c9aee9358ef640d1,06,F,surprised,7,S2,R2,strong
360,ravdess,Actor_07/03-01-01-01-01-01-07.wav,424126,3ad7349f8ce03135bbfb4a20c9633b09d1687c81f54af23c3fc00deb2044653c,07,M,neutral,0,S1,R1,normal
361,ravdess,Actor_07/03-01-01-01-01-02-07.wav,414516,9384c77a972f0fcd46670aa4c520047619d8f912a9590c212fb0f434e3996403,07,M,neutral,0,S1,R2,normal
362,ravdess,Actor_07/03-01-01-01-02-01-07.wav,446360,5ede16e8c944de951af4726a898b38fff8b163d801fc12d3cd5aad479db22b56,07,M,neutral,0,S2,R1,normal
363,ravdess,Actor_07/03-01-01-01-02-02-07.wav,408108,956c3bc851d17b4c2ee63928d30449295dc493f8454c155bba4713cf1ff080d1,07,M,neutral,0,S2,R2,normal
364,ravdess,Actor_07/03-01-02-01-01-01-07.wav,381294,91450c438177d8084b6f927dee80c5e788862464f2f87d276f3f46c8fe28d9ad,07,M,calm,1,S1,R1,normal
365,ravdess,Actor_07/03-01-02-01-01-02-07.wav,408110,ef0220645f58965058e7b67a566dfd08be66a253f0c7df8a75cdea23152519a6,07,M,calm,1,S1,R2,normal
366,ravdess,Actor_07/03-01-02-01-02-01-07.wav,385686,bf049834fa242f71d24a497e5f02cd7e84494f48e855eebb51744eeb33b9bc62,07,M,calm,1,S2,R1,normal
367,ravdess,Actor_07/03-01-02-01-02-02-07.wav,388890,a7189c59d1f1e5750cb9588720260fc046b6908d73546ccd20e240264f21d80f,07,M,calm,1,S2,R2,normal
368,ravdess,Actor_07/03-01-02-02-01-01-07.wav,433728,82d67f1cb31d9a4e01c9320c2b704f8c70c6c6c1b2242f4a5ed99d037b0174f3,07,M,calm,1,S1,R1,strong
369,ravdess,Actor_07/03-01-02-02-01-02-07.wav,421532,315cb2bc64df40804e43298e2f4c7c15af0df0f4b5b6ca99212683a5481464e4,07,M,calm,1,S1,R2,strong
370,ravdess,Actor_07/03-01-02-02-02-01-07.wav,459362,c492784eded52e75ddcda059b9b0fea6dec33f39598900e936ccb33605c63f33,07,M,calm,1,S2,R1,strong
371,ravdess,Actor_07/03-01-02-02-02-02-07.wav,443346,dfe8ceb869611eee15f76d33d6260ff6934de1aa29cc74fcebca406f955faa92,07,M,calm,1,S2,R2,strong
372,ravdess,Actor_07/03-01-03-01-01-01-07.wav,385740,e0c967a7ea69dfd999af0fa1629e646196e567f1200c171a5e536752f863a687,07,M,happy,2,S1,R1,normal
373,ravdess,Actor_07/03-01-03-01-01-02-07.wav,382556,a6dd4e362a29190c058570766c66862a479000359c77d064929908440469bf3c,07,M,happy,2,S1,R2,normal
374,ravdess,Actor_07/03-01-03-01-02-01-07.wav,376130,ad066a1993793b79c21a8c77e6d4b7dc67dd7d9053efa77e1844491e3681071c,07,M,happy,2,S2,R1,normal
375,ravdess,Actor_07/03-01-03-01-02-02-07.wav,376130,ad066a1993793b79c21a8c77e6d4b7dc67dd7d9053efa77e1844491e3681071c,07,M,happy,2,S2,R2,normal
376,ravdess,Actor_07/03-01-03-02-01-01-07.wav,443416,b3adef919af010d097d1b593053b33819cc082e96395953cd86e3a73a6018616,07,M,happy,2,S1,R1,strong
377,ravdess,Actor_07/03-01-03-02-01-02-07.wav,437008,0eadf6b68a146e31b583e02330eeaa7dd78623dff5ea3fae7ccab00a1a31b290,07,M,happy,2,S1,R2,strong
378,ravdess,Actor_07/03-01-03-02-02-01-07.wav,435778,ffdb64f07f6a377891374ed0a42001f3cac6dc3c1d15777eea37a05f8e06cedd,07,M,happy,2,S2,R1,strong
379,ravdess,Actor_07/03-01-03-02-02-02-07.wav,417786,c2a4a6ca4556dc83d3f36221ee3e469c10dbb5deca54491f759a80a1fb46759f,07,M,happy,2,S2,R2,strong
380,ravdess,Actor_07/03-01-04-01-01-01-07.wav,388976,bfaecf085338c9c0a92b25c9b8cf00ce1c60d033e51a41e8a586378e34faa408,07,M,sad,3,S1,R1,normal
381,ravdess,Actor_07/03-01-04-01-01-02-07.wav,395380,8ad8fc398334f54bfb056e9a3154577c4f54e491f26fed377fb4b50e3479e860,07,M,sad,3,S1,R2,normal
382,ravdess,Actor_07/03-01-04-01-02-01-07.wav,388956,64bbac8f959a5f93fcd3d5db71065a019ad50c7f9f9367e3de9cb16ae2c5b889,07,M,sad,3,S2,R1,normal
383,ravdess,Actor_07/03-01-04-01-02-02-07.wav,421006,bd235785c73d70d68b4c38ef646438b893261196620d517cd2182702cf5686b7,07,M,sad,3,S2,R2,normal
384,ravdess,Actor_07/03-01-04-02-01-01-07.wav,427412,987fab292bdf423611644941c6392492f6f16051a498a7e8fc70c2c9f6e5886a,07,M,sad,3,S1,R1,strong
385,ravdess,Actor_07/03-01-04-02-01-02-07.wav,417804,e3e5048c878a462a5e05e4274c557c617ac62f0c58fa161697e603942b4032de,07,M,sad,3,S1,R2,strong
386,ravdess,Actor_07/03-01-04-02-02-01-07.wav,398586,e868bfee4acfbb454c469f1205d27ddf2cec7fc0221fc102c148fe88cf18d0ac,07,M,sad,3,S2,R1,strong
387,ravdess,Actor_07/03-01-04-02-02-02-07.wav,417804,a4845cd12c2bd347b9a9825ce4c1ee5c2e1d7288ba6481931ae17e183e4109fe,07,M,sad,3,S2,R2,strong
388,ravdess,Actor_07/03-01-05-01-01-01-07.wav,433820,82797b22b4fd4d2a8c7aec798a7c499571bcadbb0e3ff874d592f8ec27376a9c,07,M,angry,4,S1,R1,normal
389,ravdess,Actor_07/03-01-05-01-01-02-07.wav,430618,f1ecc2bf6f0246dffc345a6bbff4f759715d76b96c99e0b7295524712dccbfb5,07,M,angry,4,S1,R2,normal
390,ravdess,Actor_07/03-01-05-01-02-01-07.wav,433820,7ee1ec06dca0bcc6ab18724a135d1382313e38c8f976f9a82c0b8b3aafacece1,07,M,angry,4,S2,R1,normal
391,ravdess,Actor_07/03-01-05-01-02-02-07.wav,433814,4d47ce67257ad4426643802af5590f939ef778ff5a267d222d2f0d41ffa01ee1,07,M,angry,4,S2,R2,normal
392,ravdess,Actor_07/03-01-05-02-01-01-07.wav,395378,3e72f690c9ddf2e6aaf05554fe5d5263365ab3fd30ecb8bebcefa2b1b9b70be9,07,M,angry,4,S1,R1,strong
393,ravdess,Actor_07/03-01-05-02-01-02-07.wav,433816,b321a0f565a9c6e10c8279891c241f31a68b3f6edfe3c6213608640ad51cda22,07,M,angry,4,S1,R2,strong
394,ravdess,Actor_07/03-01-05-02-02-01-07.wav,417802,0456fd7f5bc1574fda69a7cefaec5416bea00feef382c9af5dee13b0400f5177,07,M,angry,4,S2,R1,strong
395,ravdess,Actor_07/03-01-05-02-02-02-07.wav,465850,c04688e6bda839cb4722119ca02bbfcf00124317612fa7158d288ffee85212fc,07,M,angry,4,S2,R2,strong
396,ravdess,Actor_07/03-01-06-01-01-01-07.wav,379364,4ad1a5ce8171ec14b632069bcbc0e8df1bf9280a4dcb2433256d6b2461caac54,07,M,fearful,5,S1,R1,normal
397,ravdess,Actor_07/03-01-06-01-01-02-07.wav,385770,518c8c401d37fdeae773f771e5e91121f77baa08dccdac5939a0ec5a61ae1200,07,M,fearful,5,S1,R2,normal
398,ravdess,Actor_07/03-01-06-01-02-01-07.wav,379364,b9c17a252b2cf95e932843cd4a2d972b077a757e8e864875a355354bf250b6f5,07,M,fearful,5,S2,R1,normal
399,ravdess,Actor_07/03-01-06-01-02-02-07.wav,372958,1dfd745fb87cef923df8f9063aa64f48502d82166d339c4a7f4510dcb656420f,07,M,fearful,5,S2,R2,normal
400,ravdess,Actor_07/03-01-06-02-01-01-07.wav,398586,6324b4d70a1be81c5dd808a0055fe88b54feb6c415cfe676422080ebe16b2303,07,M,fearful,5,S1,R1,strong
401,ravdess,Actor_07/03-01-06-02-01-02-07.wav,381324,98d75297f489a142159ff1173ad549faebe17b0324ba2fe2523e0163ec4cb2ed,07,M,fearful,5,S1,R2,strong
402,ravdess,Actor_07/03-01-06-02-02-01-07.wav,376162,67dee62fbfd7fbe01c8dbfb995b2ee9517447953aaab02546e09271b9dbb871f,07,M,fearful,5,S2,R1,strong
403,ravdess,Actor_07/03-01-06-02-02-02-07.wav,385768,e66783b083df94a71b23b89df11fee8c9c0e9aecbaa6add7430f2948089eca5d,07,M,fearful,5,S2,R2,strong
404,ravdess,Actor_07/03-01-07-01-01-01-07.wav,388974,3d1e47f45b6376151b765aa69ce89b8acf5681199859f647a70e089340b2131b,07,M,disgust,6,S1,R1,normal
405,ravdess,Actor_07/03-01-07-01-01-02-07.wav,385772,81afcf143879719e2867c7ee4ec821aff5e7ebc189b2c142a0de806e68723a5c,07,M,disgust,6,S1,R2,normal
406,ravdess,Actor_07/03-01-07-01-02-01-07.wav,379366,f159f9570f66717f4503b91161b13d99c117548dbd6e7db24ea16528451ac9f5,07,M,disgust,6,S2,R1,normal
407,ravdess,Actor_07/03-01-07-01-02-02-07.wav,388974,ccbc1decfbf78d17f0aae939ea96d2a0e2dde174ca0ba0f44fc6197a23f86ae6,07,M,disgust,6,S2,R2,normal
408,ravdess,Actor_07/03-01-07-02-01-01-07.wav,446634,74ab19ec816d4ff24e4ec2def1dd659b52620f016f3d5251170afebfde05b69b,07,M,disgust,6,S1,R1,strong
409,ravdess,Actor_07/03-01-07-02-01-02-07.wav,472252,ebdafbe56855f6f651e317b39b8d45568b942e728d37ffd48ff6049e3e43f3b8,07,M,disgust,6,S1,R2,strong
410,ravdess,Actor_07/03-01-07-02-02-01-07.wav,446632,4b5bf78ad7c58daef1b21c56096a3584952ab877b8274b855d0f002978e70039,07,M,disgust,6,S2,R1,strong
411,ravdess,Actor_07/03-01-07-02-02-02-07.wav,507492,35f5cf3fc84a141968fd372437917fb4645a71302cf2cbb89e41618e9bcf4842,07,M,disgust,6,S2,R2,strong
412,ravdess,Actor_07/03-01-08-01-01-01-07.wav,382560,776ad5c7ec7e0c47ae70a1f03d9cd3c978d26fa79656d0199ee7ee2736c3e7f0,07,M,surprised,7,S1,R1,normal
413,ravdess,Actor_07/03-01-08-01-01-02-07.wav,388968,de3946969288de4442b2482864d41e1b2cea34eaa649471ca27f2ebba14a7309,07,M,surprised,7,S1,R2,normal
414,ravdess,Actor_07/03-01-08-01-02-01-07.wav,379358,0c4e085afe4b4b2936b56555aabe70944cb763da4dcdbe067b0264a9156a2d44,07,M,surprised,7,S2,R1,normal
415,ravdess,Actor_07/03-01-08-01-02-02-07.wav,379358,f4a73b9f22065ff6c1f2cc2511c6c81defb53b59e8f22d8ba45c2630b641013c,07,M,surprised,7,S2,R2,normal
416,ravdess,Actor_07/03-01-08-02-01-01-07.wav,421008,48e3a0e820b3bf76266983e632f8afa8d06c3ac80802f4de3bd6765d14eb69b8,07,M,surprised,7,S1,R1,strong
417,ravdess,Actor_07/03-01-08-02-01-02-07.wav,398584,2562754c7ea55a5389f4cebbdd87a0f2e838eb5ba31038371dfe7c891a54d8a7,07,M,surprised,7,S1,R2,strong
418,ravdess,Actor_07/03-01-08-02-02-01-07.wav,378120,5674088dcfc7204f2118b12aff6e49a73db40e38b61e54db98fa5e0065e37798,07,M,surprised,7,S2,R1,strong
419,ravdess,Actor_07/03-01-08-02-02-02-07.wav,383172,6cbbed1462f76717946db58b6e306ea97392a40c9b6963d69352f375733be6ec,07,M,surprised,7,S2,R2,strong
420,ravdess,Actor_08/03-01-01-01-01-01-08.wav,373314,b8475c029ef3ea3c931ed23cb55863dfee0e763d6d43bb1d95d42b5f9941c93b,08,F,neutral,0,S1,R1,normal
421,ravdess,Actor_08/03-01-01-01-01-02-08.wav,386254,d7a1e91ccf01d71a06b8b2bf6e2b8ded86b568b5e0cee437245f760291560371,08,F,neutral,0,S1,R2,normal
422,ravdess,Actor_08/03-01-01-01-02-01-08.wav,376646,c4f009630a8dadfbc0638445ab773804094138083ed4097f2b42db8e6a88eda1,08,F,neutral,0,S2,R1,normal
423,ravdess,Actor_08/03-01-01-01-02-02-08.wav,373442,fe68413b9e38da062284e05fbdd3ac9125e2fa60ad53567a3880c2e39d03fda9,08,F,neutral,0,S2,R2,normal
424,ravdess,Actor_08/03-01-02-01-01-01-08.wav,383054,bb8d65c535a1a14c532b57276275c670c24c3d9142bcb071c5a6818e141a669b,08,F,calm,1,S1,R1,normal
425,ravdess,Actor_08/03-01-02-01-01-02-08.wav,363836,fd56790a30586d3fdbcd53129cab8b5f219b869e7c316cb159d7adcd0e8ccee0,08,F,calm,1,S1,R2,normal
426,ravdess,Actor_08/03-01-02-01-02-01-08.wav,370240,a0087f7e7eaa091ac06f1fb6783b12d85608dc33e78cb1305eb74200c74df4f7,08,F,calm,1,S2,R1,normal
427,ravdess,Actor_08/03-01-02-01-02-02-08.wav,370240,adea78e29a78a8d007491f72f328687b87f21f75211accfcfc422acedefe0a4e,08,F,calm,1,S2,R2,normal
428,ravdess,Actor_08/03-01-02-02-01-01-08.wav,386254,87c4added529d821e7c09295dbeaecd374b4395873b836743cbad023ebdc1c9c,08,F,calm,1,S1,R1,strong
429,ravdess,Actor_08/03-01-02-02-01-02-08.wav,395864,cefcf67aa99afe3ae33316ae16ffb9365cc3645283873a65494768c7b63eaf55,08,F,calm,1,S1,R2,strong
430,ravdess,Actor_08/03-01-02-02-02-01-08.wav,389460,1cde7e94a589aa4ac4cdcbff34b5f4816c3f0b0b96992183ae0f5524f7698437,08,F,calm,1,S2,R1,strong
431,ravdess,Actor_08/03-01-02-02-02-02-08.wav,402274,ea6885a16766dc3b974685aa28733e0501fe2c7fc59a852e306e18d53b2ee18c,08,F,calm,1,S2,R2,strong
432,ravdess,Actor_08/03-01-03-01-01-01-08.wav,373444,05e03d90d279c552d090b3db74734fa5263123a860ee4707ac594991ca5db5f4,08,F,happy,2,S1,R1,normal
433,ravdess,Actor_08/03-01-03-01-01-02-08.wav,367036,22ac07f8998e6fbe3da6669500f18bcb24d9bf0fa7fdce2f9a89c9b83e16a367,08,F,happy,2,S1,R2,normal
434,ravdess,Actor_08/03-01-03-01-02-01-08.wav,370240,131be33f0ccbdaa500566a690e234806c580e1a792e3bedff3617ddde2f6b64f,08,F,happy,2,S2,R1,normal
435,ravdess,Actor_08/03-01-03-01-02-02-08.wav,367038,bfe93ac0756084e369383f1873b4f0ad9308ccf9ae2d751e6240c3b40a281b58,08,F,happy,2,S2,R2,normal
436,ravdess,Actor_08/03-01-03-02-01-01-08.wav,399070,8923df95654a4662cf85203fa9bc6c2a01bd4972be6aaf385b99fe44ae3b54e6,08,F,happy,2,S1,R1,strong
437,ravdess,Actor_08/03-01-03-02-01-02-08.wav,411884,55c8583f3557bd2f9b9c0ee60df8adf11f17b7055760fd61a64428f96cb2d526,08,F,happy,2,S1,R2,strong
438,ravdess,Actor_08/03-01-03-02-02-01-08.wav,405478,479b2b5a5599af7364b956b0190daa1af1260d6c9562c736c7d6109a14e54200,08,F,happy,2,S2,R1,strong
439,ravdess,Actor_08/03-01-03-02-02-02-08.wav,415084,fdd8ec794e33d24d43a825c6b1fd3d02db49a217d243585ed14d429b34c9817f,08,F,happy,2,S2,R2,strong
440,ravdess,Actor_08/03-01-04-01-01-01-08.wav,440718,31080846da414245b35e793fc78f1ef7e8a1f13d01b0ff5e7c7b48b40270f587,08,F,sad,3,S1,R1,normal
441,ravdess,Actor_08/03-01-04-01-01-02-08.wav,408684,833407f4ba3920bf7b23005329e72b57253ee549b3607539cdf8b2d21c65d792,08,F,sad,3,S1,R2,normal
442,ravdess,Actor_08/03-01-04-01-02-01-08.wav,379858,06b32eb45667bad23ef5aacc5b6b90567d1b862f5e3d40c685827d1eea7a460c,08,F,sad,3,S2,R1,normal
443,ravdess,Actor_08/03-01-04-01-02-02-08.wav,383060,2c1d0c4397b166b54ab082b30c47003d1ffee8f4219e693ff607dfbfaddd7ec2,08,F,sad,3,S2,R2,normal
444,ravdess,Actor_08/03-01-04-02-01-01-08.wav,399022,60c7925d51e01ff9603320a811381e54de4bdee08da02edd15f4a499304f6639,08,F,sad,3,S1,R1,strong
445,ravdess,Actor_08/03-01-04-02-01-02-08.wav,415090,ec0bceadae35d6e661358763e5da2090bf60372a169f755d05af4cdefe3195b3,08,F,sad,3,S1,R2,strong
446,ravdess,Actor_08/03-01-04-02-02-01-08.wav,389464,d120b922663636172daf1cb6b42b97184fa6cfc052fc5cc53642675d7a9c93ed,08,F,sad,3,S2,R1,strong
447,ravdess,Actor_08/03-01-04-02-02-02-08.wav,392670,4a44821480975d87262c6213b3ae70e52694e98a5c4681b7c63834fdd87e43d7,08,F,sad,3,S2,R2,strong
448,ravdess,Actor_08/03-01-05-01-01-01-08.wav,392670,7b00d1a53421b911e7b5288c24363d1a69d3d2d327de9d34e88e936903c42c5f,08,F,angry,4,S1,R1,normal
449,ravdess,Actor_08/03-01-05-01-01-02-08.wav,383060,d24051225d1311f89945b0bc208525c85919114b9faedd4d4534b5af131d1cec,08,F,angry,4,S1,R2,normal
450,ravdess,Actor_08/03-01-05-01-02-01-08.wav,376654,6687f59c9d49304e7f46d1acebfcc3d29c063e023a39ca17caab2573a1e578a4,08,F,angry,4,S2,R1,normal
451,ravdess,Actor_08/03-01-05-01-02-02-08.wav,379856,675c565533eb3afffa006ceb4b50bf7c965ed2145f41951ca7c237e24bd6b5fe,08,F,angry,4,S2,R2,normal
452,ravdess,Actor_08/03-01-05-02-01-01-08.wav,418294,996b8d30dadb8d58bddb3a042632085f3c235df32432929a84808eafe20c3bf8,08,F,angry,4,S1,R1,strong
453,ravdess,Actor_08/03-01-05-02-01-02-08.wav,399076,552fb06ab4304bd31a37f2c80a0edcfc37bb951e287fd78822fad6659f5d46dd,08,F,angry,4,S1,R2,strong
454,ravdess,Actor_08/03-01-05-02-02-01-08.wav,383062,adc7b734c60e7e38d1471c58094ba213a124e6aa6174f78af2354888982b4284,08,F,angry,4,S2,R1,strong
455,ravdess,Actor_08/03-01-05-02-02-02-08.wav,386264,b92210cc85c5374a2dd4c0ad44087979786a90c58a948f82670ce07712c15d7b,08,F,angry,4,S2,R2,strong
456,ravdess,Actor_08/03-01-06-01-01-01-08.wav,418298,4ea5320ff0cb3e6ddb974cdc77999c2141a77e1185d8cb4c3ec25c9985a3c3b9,08,F,fearful,5,S1,R1,normal
457,ravdess,Actor_08/03-01-06-01-01-02-08.wav,389468,5fc48dc9c59fb10730c1df30d67c4cf29d9bf26abd1f3e19efbbf34e1fb2c820,08,F,fearful,5,S1,R2,normal
458,ravdess,Actor_08/03-01-06-01-02-01-08.wav,399078,8209944f96ba4d8ff2a2993aa0f58191d3c164a374e9b122f7d2d5e08c3b2a84,08,F,fearful,5,S2,R1,normal
459,ravdess,Actor_08/03-01-06-01-02-02-08.wav,389468,57f1d853ade9359c7a49b540bc92e215105331c330847e54727d27f7b510c680,08,F,fearful,5,S2,R2,normal
460,ravdess,Actor_08/03-01-06-02-01-01-08.wav,418294,7792854bd6dfd6134bfe858b77d3c5da2344b1ec6e07ba6dd483b30b3052fbcc,08,F,fearful,5,S1,R1,strong
461,ravdess,Actor_08/03-01-06-02-01-02-08.wav,411316,f5e60f1988cfef4517e657aa468e2041bf5e6194bacbf0947adfcbb2f73d324a,08,F,fearful,5,S1,R2,strong
462,ravdess,Actor_08/03-01-06-02-02-01-08.wav,408684,2652a566d0d5ac75239a9894f3f58fb3490192dd78dcef0f597456708819622e,08,F,fearful,5,S2,R1,strong
463,ravdess,Actor_08/03-01-06-02-02-02-08.wav,415092,a01242d0b87b5ee7e085e068a193794320c2e07f1e68f663302b9dfbfa99beab,08,F,fearful,5,S2,R2,strong
464,ravdess,Actor_08/03-01-07-01-01-01-08.wav,411882,e3e73899da071cd3dd6922b9a27ef5763ad3512d1487222344183f4181df877a,08,F,disgust,6,S1,R1,normal
465,ravdess,Actor_08/03-01-07-01-01-02-08.wav,389462,f79b53496895716f89be3eb14f9a0dd90e22baf7a3223326d043c24880c34816,08,F,disgust,6,S1,R2,normal
466,ravdess,Actor_08/03-01-07-01-02-01-08.wav,415090,1325a7a43dec0c3006297978fb53ef92b0f9508302250d8c9c0ac4a2eba1c4f7,08,F,disgust,6,S2,R1,normal
467,ravdess,Actor_08/03-01-07-01-02-02-08.wav,405480,639a3bb73e17c3f8dfa0bd2fa3fc91b18e32418ef89199a68ff785543a6ad1fc,08,F,disgust,6,S2,R2,normal
468,ravdess,Actor_08/03-01-07-02-01-01-08.wav,427900,e3cd5f8858427272d294e3cf96ffa11e831695e854292921d863b103bee65340,08,F,disgust,6,S1,R1,strong
469,ravdess,Actor_08/03-01-07-02-01-02-08.wav,399074,e014a61480edd7f31eb0b9e0874802491048b274c954ee996c71bda916ec3205,08,F,disgust,6,S1,R2,strong
470,ravdess,Actor_08/03-01-07-02-02-01-08.wav,395872,6485d0b05743b790e3fa7ab782815c01e11752dded774245462255f02f662637,08,F,disgust,6,S2,R1,strong
471,ravdess,Actor_08/03-01-07-02-02-02-08.wav,408682,6dda2636c912e1e021f2db94fc367acf0e5c1e6e9ef0c181b78d8fa4f3438f21,08,F,disgust,6,S2,R2,strong
472,ravdess,Actor_08/03-01-08-01-01-01-08.wav,392666,3b51796f87f57107b8cd32bf68d0699c520bd38ea6b99fc2d9e2c65a8c516ec5,08,F,surprised,7,S1,R1,normal
473,ravdess,Actor_08/03-01-08-01-01-02-08.wav,402274,10b63eac6279d59d93d416e510859c7b908b09da142b613e492fe7cfafc0e9ce,08,F,surprised,7,S1,R2,normal
