sample_index,corpus,relative_path,file_size_bytes,sha256,label_name,label_index,speaker_id,wav_samplerate,wav_frames,wav_channels,wav_subtype,parse_status,read_status,error
364,ravdess,Actor_07/03-01-02-01-01-01-07.wav,381294,91450c438177d8084b6f927dee80c5e788862464f2f87d276f3f46c8fe28d9ad,calm,1,07,48000,166566,1,PCM_16,ok,ok,
365,ravdess,Actor_07/03-01-02-01-01-02-07.wav,408110,ef0220645f58965058e7b67a566dfd08be66a253f0c7df8a75cdea23152519a6,calm,1,07,48000,179379,1,PCM_16,ok,ok,
366,ravdess,Actor_07/03-01-02-01-02-01-07.wav,385686,bf049834fa242f71d24a497e5f02cd7e84494f48e855eebb51744eeb33b9bc62,calm,1,07,48000,168168,1,PCM_16,ok,ok,
367,ravdess,Actor_07/03-01-02-01-02-02-07.wav,388890,a7189c59d1f1e5750cb9588720260fc046b6908d73546ccd20e240264f21d80f,calm,1,07,48000,169770,1,PCM_16,ok,ok,
368,ravdess,Actor_07/03-01-02-02-01-01-07.wav,433728,82d67f1cb31d9a4e01c9320c2b704f8c70c6c6c1b2242f4a5ed99d037b0174f3,calm,1,07,48000,192192,1,PCM_16,ok,ok,
369,ravdess,Actor_07/03-01-02-02-01-02-07.wav,421532,315cb2bc64df40804e43298e2f4c7c15af0df0f4b5b6ca99212683a5481464e4,calm,1,07,48000,185786,1,PCM_16,ok,ok,
370,ravdess,Actor_07/03-01-02-02-02-01-07.wav,459362,c492784eded52e75ddcda059b9b0fea6dec33f39598900e936ccb33605c63f33,calm,1,07,48000,205005,1,PCM_16,ok,ok,
371,ravdess,Actor_07/03-01-02-02-02-02-07.wav,443346,dfe8ceb869611eee15f76d33d6260ff6934de1aa29cc74fcebca406f955faa92,calm,1,07,48000,196997,1,PCM_16,ok,ok,
372,ravdess,Actor_07/03-01-03-01-01-01-07.wav,385740,e0c967a7ea69dfd999af0fa1629e646196e567f1200c171a5e536752f863a687,happy,2,07,48000,168168,1,PCM_16,ok,ok,
373,ravdess,Actor_07/03-01-03-01-01-02-07.wav,382556,a6dd4e362a29190c058570766c66862a479000359c77d064929908440469bf3c,happy,2,07,48000,166566,1,PCM_16,ok,ok,
374,ravdess,Actor_07/03-01-03-01-02-01-07.wav,376130,ad066a1993793b79c21a8c77e6d4b7dc67dd7d9053efa77e1844491e3681071c,happy,2,07,48000,163363,1,PCM_16,ok,ok,
375,ravdess,Actor_07/03-01-03-01-02-02-07.wav,376130,ad066a1993793b79c21a8c77e6d4b7dc67dd7d9053efa77e1844491e3681071c,happy,2,07,48000,163363,1,PCM_16,ok,ok,
376,ravdess,Actor_07/03-01-03-02-01-01-07.wav,443416,b3adef919af010d097d1b593053b33819cc082e96395953cd86e3a73a6018616,happy,2,07,48000,196997,1,PCM_16,ok,ok,
377,ravdess,Actor_07/03-01-03-02-01-02-07.wav,437008,0eadf6b68a146e31b583e02330eeaa7dd78623dff5ea3fae7ccab00a1a31b290,happy,2,07,48000,193793,1,PCM_16,ok,ok,
378,ravdess,Actor_07/03-01-03-02-02-01-07.wav,435778,ffdb64f07f6a377891374ed0a42001f3cac6dc3c1d15777eea37a05f8e06cedd,happy,2,07,48000,193794,1,PCM_16,ok,ok,
379,ravdess,Actor_07/03-01-03-02-02-02-07.wav,417786,c2a4a6ca4556dc83d3f36221ee3e469c10dbb5deca54491f759a80a1fb46759f,happy,2,07,48000,184184,1,PCM_16,ok,ok,
380,ravdess,Actor_07/03-01-04-01-01-01-07.wav,388976,bfaecf085338c9c0a92b25c9b8cf00ce1c60d033e51a41e8a586378e34faa408,sad,3,07,48000,169770,1,PCM_16,ok,ok,
381,ravdess,Actor_07/03-01-04-01-01-02-07.wav,395380,8ad8fc398334f54bfb056e9a3154577c4f54e491f26fed377fb4b50e3479e860,sad,3,07,48000,172972,1,PCM_16,ok,ok,
382,ravdess,Actor_07/03-01-04-01-02-01-07.wav,388956,64bbac8f959a5f93fcd3d5db71065a019ad50c7f9f9367e3de9cb16ae2c5b889,sad,3,07,48000,169770,1,PCM_16,ok,ok,
383,ravdess,Actor_07/03-01-04-01-02-02-07.wav,421006,bd235785c73d70d68b4c38ef646438b893261196620d517cd2182702cf5686b7,sad,3,07,48000,185785,1,PCM_16,ok,ok,
384,ravdess,Actor_07/03-01-04-02-01-01-07.wav,427412,987fab292bdf423611644941c6392492f6f16051a498a7e8fc70c2c9f6e5886a,sad,3,07,48000,188988,1,PCM_16,ok,ok,
385,ravdess,Actor_07/03-01-04-02-01-02-07.wav,417804,e3e5048c878a462a5e05e4274c557c617ac62f0c58fa161697e603942b4032de,sad,3,07,48000,184184,1,PCM_16,ok,ok,
386,ravdess,Actor_07/03-01-04-02-02-01-07.wav,398586,e868bfee4acfbb454c469f1205d27ddf2cec7fc0221fc102c148fe88cf18d0ac,sad,3,07,48000,174575,1,PCM_16,ok,ok,
387,ravdess,Actor_07/03-01-04-02-02-02-07.wav,417804,a4845cd12c2bd347b9a9825ce4c1ee5c2e1d7288ba6481931ae17e183e4109fe,sad,3,07,48000,184184,1,PCM_16,ok,ok,
388,ravdess,Actor_07/03-01-05-01-01-01-07.wav,433820,82797b22b4fd4d2a8c7aec798a7c499571bcadbb0e3ff874d592f8ec27376a9c,angry,4,07,48000,192192,1,PCM_16,ok,ok,
389,ravdess,Actor_07/03-01-05-01-01-02-07.wav,430618,f1ecc2bf6f0246dffc345a6bbff4f759715d76b96c99e0b7295524712dccbfb5,angry,4,07,48000,190591,1,PCM_16,ok,ok,
390,ravdess,Actor_07/03-01-05-01-02-01-07.wav,433820,7ee1ec06dca0bcc6ab18724a135d1382313e38c8f976f9a82c0b8b3aafacece1,angry,4,07,48000,192192,1,PCM_16,ok,ok,
391,ravdess,Actor_07/03-01-05-01-02-02-07.wav,433814,4d47ce67257ad4426643802af5590f939ef778ff5a267d222d2f0d41ffa01ee1,angry,4,07,48000,192192,1,PCM_16,ok,ok,
392,ravdess,Actor_07/03-01-05-02-01-01-07.wav,395378,3e72f690c9ddf2e6aaf05554fe5d5263365ab3fd30ecb8bebcefa2b1b9b70be9,angry,4,07,48000,172973,1,PCM_16,ok,ok,
393,ravdess,Actor_07/03-01-05-02-01-02-07.wav,433816,b321a0f565a9c6e10c8279891c241f31a68b3f6edfe3c6213608640ad51cda22,angry,4,07,48000,192192,1,PCM_16,ok,ok,
394,ravdess,Actor_07/03-01-05-02-02-01-07.wav,417802,0456fd7f5bc1574fda69a7cefaec5416bea00feef382c9af5dee13b0400f5177,angry,4,07,48000,184184,1,PCM_16,ok,ok,
395,ravdess,Actor_07/03-01-05-02-02-02-07.wav,465850,c04688e6bda839cb4722119ca02bbfcf00124317612fa7158d288ffee85212fc,angry,4,07,48000,208208,1,PCM_16,ok,ok,
396,ravdess,Actor_07/03-01-06-01-01-01-07.wav,379364,4ad1a5ce8171ec14b632069bcbc0e8df1bf9280a4dcb2433256d6b2461caac54,fearful,5,07,48000,164965,1,PCM_16,ok,ok,
397,ravdess,Actor_07/03-01-06-01-01-02-07.wav,385770,518c8c401d37fdeae773f771e5e91121f77baa08dccdac5939a0ec5a61ae1200,fearful,5,07,48000,168168,1,PCM_16,ok,ok,
398,ravdess,Actor_07/03-01-06-01-02-01-07.wav,379364,b9c17a252b2cf95e932843cd4a2d972b077a757e8e864875a355354bf250b6f5,fearful,5,07,48000,164965,1,PCM_16,ok,ok,
399,ravdess,Actor_07/03-01-06-01-02-02-07.wav,372958,1dfd745fb87cef923df8f9063aa64f48502d82166d339c4a7f4510dcb656420f,fearful,5,07,48000,161762,1,PCM_16,ok,ok,
400,ravdess,Actor_07/03-01-06-02-01-01-07.wav,398586,6324b4d70a1be81c5dd808a0055fe88b54feb6c415cfe676422080ebe16b2303,fearful,5,07,48000,174575,1,PCM_16,ok,ok,
401,ravdess,Actor_07/03-01-06-02-01-02-07.wav,381324,98d75297f489a142159ff1173ad549faebe17b0324ba2fe2523e0163ec4cb2ed,fearful,5,07,48000,166566,1,PCM_16,ok,ok,
402,ravdess,Actor_07/03-01-06-02-02-01-07.wav,376162,67dee62fbfd7fbe01c8dbfb995b2ee9517447953aaab02546e09271b9dbb871f,fearful,5,07,48000,163363,1,PCM_16,ok,ok,
403,ravdess,Actor_07/03-01-06-02-02-02-07.wav,385768,e66783b083df94a71b23b89df11fee8c9c0e9aecbaa6add7430f2948089eca5d,fearful,5,07,48000,168168,1,PCM_16,ok,ok,
404,ravdess,Actor_07/03-01-07-01-01-01-07.wav,388974,3d1e47f45b6376151b765aa69ce89b8acf5681199859f647a70e089340b2131b,disgust,6,07,48000,169769,1,PCM_16,ok,ok,
405,ravdess,Actor_07/03-01-07-01-01-02-07.wav,385772,81afcf143879719e2867c7ee4ec821aff5e7ebc189b2c142a0de806e68723a5c,disgust,6,07,48000,168168,1,PCM_16,ok,ok,
406,ravdess,Actor_07/03-01-07-01-02-01-07.wav,379366,f159f9570f66717f4503b91161b13d99c117548dbd6e7db24ea16528451ac9f5,disgust,6,07,48000,164965,1,PCM_16,ok,ok,
407,ravdess,Actor_07/03-01-07-01-02-02-07.wav,388974,ccbc1decfbf78d17f0aae939ea96d2a0e2dde174ca0ba0f44fc6197a23f86ae6,disgust,6,07,48000,169769,1,PCM_16,ok,ok,
408,ravdess,Actor_07/03-01-07-02-01-01-07.wav,446634,74ab19ec816d4ff24e4ec2def1dd659b52620f016f3d5251170afebfde05b69b,disgust,6,07,48000,198599,1,PCM_16,ok,ok,
409,ravdess,Actor_07/03-01-07-02-01-02-07.wav,472252,ebdafbe56855f6f651e317b39b8d45568b942e728d37ffd48ff6049e3e43f3b8,disgust,6,07,48000,211411,1,PCM_16,ok,ok,
410,ravdess,Actor_07/03-01-07-02-02-01-07.wav,446632,4b5bf78ad7c58daef1b21c56096a3584952ab877b8274b855d0f002978e70039,disgust,6,07,48000,198598,1,PCM_16,ok,ok,
411,ravdess,Actor_07/03-01-07-02-02-02-07.wav,507492,35f5cf3fc84a141968fd372437917fb4645a71302cf2cbb89e41618e9bcf4842,disgust,6,07,48000,229028,1,PCM_16,ok,ok,
412,ravdess,Actor_07/03-01-08-01-01-01-07.wav,382560,776ad5c7ec7e0c47ae70a1f03d9cd3c978d26fa79656d0199ee7ee2736c3e7f0,surprised,7,07,48000,166566,1,PCM_16,ok,ok,
413,ravdess,Actor_07/03-01-08-01-01-02-07.wav,388968,de3946969288de4442b2482864d41e1b2cea34eaa649471ca27f2ebba14a7309,surprised,7,07,48000,169770,1,PCM_16,ok,ok,
414,ravdess,Actor_07/03-01-08-01-02-01-07.wav,379358,0c4e085afe4b4b2936b56555aabe70944cb763da4dcdbe067b0264a9156a2d44,surprised,7,07,48000,164965,1,PCM_16,ok,ok,
415,ravdess,Actor_07/03-01-08-01-02-02-07.wav,379358,f4a73b9f22065ff6c1f2cc2511c6c81defb53b59e8f22d8ba45c2630b641013c,surprised,7,07,48000,164965,1,PCM_16,ok,ok,
416,ravdess,Actor_07/03-01-08-02-01-01-07.wav,421008,48e3a0e820b3bf76266983e632f8afa8d06c3ac80802f4de3bd6765d14eb69b8,surprised,7,07,48000,185786,1,PCM_16,ok,ok,
417,ravdess,Actor_07/03-01-08-02-01-02-07.wav,398584,2562754c7ea55a5389f4cebbdd87a0f2e838eb5ba31038371dfe7c891a54d8a7,surprised,7,07,48000,174574,1,PCM_16,ok,ok,
418,ravdess,Actor_07/03-01-08-02-02-01-07.wav,378120,5674088dcfc7204f2118b12aff6e49a73db40e38b61e54db98fa5e0065e37798,surprised,7,07,48000,164965,1,PCM_16,ok,ok,
419,ravdess,Actor_07/03-01-08-02-02-02-07.wav,383172,6cbbed1462f76717946db58b6e306ea97392a40c9b6963d69352f375733be6ec,surprised,7,07,48000,166566,1,PCM_16,ok,ok,
420,ravdess,Actor_08/03-01-01-01-01-01-08.wav,373314,b8475c029ef3ea3c931ed23cb55863dfee0e763d6d43bb1d95d42b5f9941c93b,neutral,0,08,48000,168168,1,PCM_16,ok,ok,
421,ravdess,Actor_08/03-01-01-01-01-02-08.wav,386254,d7a1e91ccf01d71a06b8b2bf6e2b8ded86b568b5e0cee437245f760291560371,neutral,0,08,48000,174575,1,PCM_16,ok,ok,
422,ravdess,Actor_08/03-01-01-01-02-01-08.wav,376646,c4f009630a8dadfbc0638445ab773804094138083ed4097f2b42db8e6a88eda1,neutral,0,08,48000,169769,1,PCM_16,ok,ok,
423,ravdess,Actor_08/03-01-01-01-02-02-08.wav,373442,fe68413b9e38da062284e05fbdd3ac9125e2fa60ad53567a3880c2e39d03fda9,neutral,0,08,48000,168168,1,PCM_16,ok,ok,
424,ravdess,Actor_08/03-01-02-01-01-01-08.wav,383054,bb8d65c535a1a14c532b57276275c670c24c3d9142bcb071c5a6818e141a669b,calm,1,08,48000,172973,1,PCM_16,ok,ok,
425,ravdess,Actor_08/03-01-02-01-01-02-08.wav,363836,fd56790a30586d3fdbcd53129cab8b5f219b869e7c316cb159d7adcd0e8ccee0,calm,1,08,48000,163364,1,PCM_16,ok,ok,
426,ravdess,Actor_08/03-01-02-01-02-01-08.wav,370240,a0087f7e7eaa091ac06f1fb6783b12d85608dc33e78cb1305eb74200c74df4f7,calm,1,08,48000,166566,1,PCM_16,ok,ok,
427,ravdess,Actor_08/03-01-02-01-02-02-08.wav,370240,adea78e29a78a8d007491f72f328687b87f21f75211accfcfc422acedefe0a4e,calm,1,08,48000,166566,1,PCM_16,ok,ok,
428,ravdess,Actor_08/03-01-02-02-01-01-08.wav,386254,87c4added529d821e7c09295dbeaecd374b4395873b836743cbad023ebdc1c9c,calm,1,08,48000,174574,1,PCM_16,ok,ok,
429,ravdess,Actor_08/03-01-02-02-01-02-08.wav,395864,cefcf67aa99afe3ae33316ae16ffb9365cc3645283873a65494768c7b63eaf55,calm,1,08,48000,179379,1,PCM_16,ok,ok,
430,ravdess,Actor_08/03-01-02-02-02-01-08.wav,389460,1cde7e94a589aa4ac4cdcbff34b5f4816c3f0b0b96992183ae0f5524f7698437,calm,1,08,48000,176176,1,PCM_16,ok,ok,
431,ravdess,Actor_08/03-01-02-02-02-02-08.wav,402274,ea6885a16766dc3b974685aa28733e0501fe2c7fc59a852e306e18d53b2ee18c,calm,1,08,48000,182583,1,PCM_16,ok,ok,
432,ravdess,Actor_08/03-01-03-01-01-01-08.wav,373444,05e03d90d279c552d090b3db74734fa5263123a860ee4707ac594991ca5db5f4,happy,2,08,48000,168168,1,PCM_16,ok,ok,
433,ravdess,Actor_08/03-01-03-01-01-02-08.wav,367036,22ac07f8998e6fbe3da6669500f18bcb24d9bf0fa7fdce2f9a89c9b83e16a367,happy,2,08,48000,164964,1,PCM_16,ok,ok,
434,ravdess,Actor_08/03-01-03-01-02-01-08.wav,370240,131be33f0ccbdaa500566a690e234806c580e1a792e3bedff3617ddde2f6b64f,happy,2,08,48000,166566,1,PCM_16,ok,ok,
435,ravdess,Actor_08/03-01-03-01-02-02-08.wav,367038,bfe93ac0756084e369383f1873b4f0ad9308ccf9ae2d751e6240c3b40a281b58,happy,2,08,48000,164965,1,PCM_16,ok,ok,
436,ravdess,Actor_08/03-01-03-02-01-01-08.wav,399070,8923df95654a4662cf85203fa9bc6c2a01bd4972be6aaf385b99fe44ae3b54e6,happy,2,08,48000,180980,1,PCM_16,ok,ok,
437,ravdess,Actor_08/03-01-03-02-01-02-08.wav,411884,55c8583f3557bd2f9b9c0ee60df8adf11f17b7055760fd61a64428f96cb2d526,happy,2,08,48000,187387,1,PCM_16,ok,ok,
438,ravdess,Actor_08/03-01-03-02-02-01-08.wav,405478,479b2b5a5599af7364b956b0190daa1af1260d6c9562c736c7d6109a14e54200,happy,2,08,48000,184184,1,PCM_16,ok,ok,
439,ravdess,Actor_08/03-01-03-02-02-02-08.wav,415084,fdd8ec794e33d24d43a825c6b1fd3d02db49a217d243585ed14d429b34c9817f,happy,2,08,48000,188989,1,PCM_16,ok,ok,
440,ravdess,Actor_08/03-01-04-01-01-01-08.wav,440718,31080846da414245b35e793fc78f1ef7e8a1f13d01b0ff5e7c7b48b40270f587,sad,3,08,48000,201802,1,PCM_16,ok,ok,
441,ravdess,Actor_08/03-01-04-01-01-02-08.wav,408684,833407f4ba3920bf7b23005329e72b57253ee549b3607539cdf8b2d21c65d792,sad,3,08,48000,185785,1,PCM_16,ok,ok,
442,ravdess,Actor_08/03-01-04-01-02-01-08.wav,379858,06b32eb45667bad23ef5aacc5b6b90567d1b862f5e3d40c685827d1eea7a460c,sad,3,08,48000,171372,1,PCM_16,ok,ok,
443,ravdess,Actor_08/03-01-04-01-02-02-08.wav,383060,2c1d0c4397b166b54ab082b30c47003d1ffee8f4219e693ff607dfbfaddd7ec2,sad,3,08,48000,172973,1,PCM_16,ok,ok,
444,ravdess,Actor_08/03-01-04-02-01-01-08.wav,399022,60c7925d51e01ff9603320a811381e54de4bdee08da02edd15f4a499304f6639,sad,3,08,48000,180980,1,PCM_16,ok,ok,
445,ravdess,Actor_08/03-01-04-02-01-02-08.wav,415090,ec0bceadae35d6e661358763e5da2090bf60372a169f755d05af4cdefe3195b3,sad,3,08,48000,188989,1,PCM_16,ok,ok,
446,ravdess,Actor_08/03-01-04-02-02-01-08.wav,389464,d120b922663636172daf1cb6b42b97184fa6cfc052fc5cc53642675d7a9c93ed,sad,3,08,48000,176176,1,PCM_16,ok,ok,
447,ravdess,Actor_08/03-01-04-02-02-02-08.wav,392670,4a44821480975d87262c6213b3ae70e52694e98a5c4681b7c63834fdd87e43d7,sad,3,08,48000,177778,1,PCM_16,ok,ok,
448,ravdess,Actor_08/03-01-05-01-01-01-08.wav,392670,7b00d1a53421b911e7b5288c24363d1a69d3d2d327de9d34e88e936903c42c5f,angry,4,08,48000,177778,1,PCM_16,ok,ok,
449,ravdess,Actor_08/03-01-05-01-01-02-08.wav,383060,d24051225d1311f89945b0bc208525c85919114b9faedd4d4534b5af131d1cec,angry,4,08,48000,172973,1,PCM_16,ok,ok,
450,ravdess,Actor_08/03-01-05-01-02-01-08.wav,376654,6687f59c9d49304e7f46d1acebfcc3d29c063e023a39ca17caab2573a1e578a4,angry,4,08,48000,169770,1,PCM_16,ok,ok,
451,ravdess,Actor_08/03-01-05-01-02-02-08.wav,379856,675c565533eb3afffa006ceb4b50bf7c965ed2145f41951ca7c237e24bd6b5fe,angry,4,08,48000,171371,1,PCM_16,ok,ok,
452,ravdess,Actor_08/03-01-05-02-01-01-08.wav,418294,996b8d30dadb8d58bddb3a042632085f3c235df32432929a84808eafe20c3bf8,angry,4,08,48000,190590,1,PCM_16,ok,ok,
453,ravdess,Actor_08/03-01-05-02-01-02-08.wav,399076,552fb06ab4304bd31a37f2c80a0edcfc37bb951e287fd78822fad6659f5d46dd,angry,4,08,48000,180981,1,PCM_16,ok,ok,
454,ravdess,Actor_08/03-01-05-02-02-01-08.wav,383062,adc7b734c60e7e38d1471c58094ba213a124e6aa6174f78af2354888982b4284,angry,4,08,48000,172973,1,PCM_16,ok,ok,
455,ravdess,Actor_08/03-01-05-02-02-02-08.wav,386264,b92210cc85c5374a2dd4c0ad44087979786a90c58a948f82670ce07712c15d7b,angry,4,08,48000,174574,1,PCM_16,ok,ok,
456,ravdess,Actor_08/03-01-06-01-01-01-08.wav,418298,4ea5320ff0cb3e6ddb974cdc77999c2141a77e1185d8cb4c3ec25c9985a3c3b9,fearful,5,08,48000,190591,1,PCM_16,ok,ok,
457,ravdess,Actor_08/03-01-06-01-01-02-08.wav,389468,5fc48dc9c59fb10730c1df30d67c4cf29d9bf26abd1f3e19efbbf34e1fb2c820,fearful,5,08,48000,176176,1,PCM_16,ok,ok,
458,ravdess,Actor_08/03-01-06-01-02-01-08.wav,399078,8209944f96ba4d8ff2a2993aa0f58191d3c164a374e9b122f7d2d5e08c3b2a84,fearful,5,08,48000,180981,1,PCM_16,ok,ok,
459,ravdess,Actor_08/03-01-06-01-02-02-08.wav,389468,57f1d853ade9359c7a49b540bc92e215105331c330847e54727d27f7b510c680,fearful,5,08,48000,176176,1,PCM_16,ok,ok,
460,ravdess,Actor_08/03-01-06-02-01-01-08.wav,418294,7792854bd6dfd6134bfe858b77d3c5da2344b1ec6e07ba6dd483b30b3052fbcc,fearful,5,08,48000,190590,1,PCM_16,ok,ok,
461,ravdess,Actor_08/03-01-06-02-01-02-08.wav,411316,f5e60f1988cfef4517e657aa468e2041bf5e6194bacbf0947adfcbb2f73d324a,fearful,5,08,48000,187387,1,PCM_16,ok,ok,
462,ravdess,Actor_08/03-01-06-02-02-01-08.wav,408684,2652a566d0d5ac75239a9894f3f58fb3490192dd78dcef0f597456708819622e,fearful,5,08,48000,185785,1,PCM_16,ok,ok,
463,ravdess,Actor_08/03-01-06-02-02-02-08.wav,415092,a01242d0b87b5ee7e085e068a193794320c2e07f1e68f663302b9dfbfa99beab,fearful,5,08,48000,188989,1,PCM_16,ok,ok,
464,ravdess,Actor_08/03-01-07-01-01-01-08.wav,411882,e3e73899da071cd3dd6922b9a27ef5763ad3512d1487222344183f4181df877a,disgust,6,08,48000,187387,1,PCM_16,ok,ok,
465,ravdess,Actor_08/03-01-07-01-01-02-08.wav,389462,f79b53496895716f89be3eb14f9a0dd90e22baf7a3223326d043c24880c34816,disgust,6,08,48000,176176,1,PCM_16,ok,ok,
466,ravdess,Actor_08/03-01-07-01-02-01-08.wav,415090,1325a7a43dec0c3006297978fb53ef92b0f9508302250d8c9c0ac4a2eba1c4f7,disgust,6,08,48000,188989,1,PCM_16,ok,ok,
467,ravdess,Actor_08/03-01-07-01-02-02-08.wav,405480,639a3bb73e17c3f8dfa0bd2fa3fc91b18e32418ef89199a68ff785543a6ad1fc,disgust,6,08,48000,184184,1,PCM_16,ok,ok,
468,ravdess,Actor_08/03-01-07-02-01-01-08.wav,427900,e3cd5f8858427272d294e3cf96ffa11e831695e854292921d863b103bee65340,disgust,6,08,48000,195395,1,PCM_16,ok,ok,
469,ravdess,Actor_08/03-01-07-02-01-02-08.wav,399074,e014a61480edd7f31eb0b9e0874802491048b274c954ee996c71bda916ec3205,disgust,6,08,48000,180981,1,PCM_16,ok,ok,
470,ravdess,Actor_08/03-01-07-02-02-01-08.wav,395872,6485d0b05743b790e3fa7ab782815c01e11752dded774245462255f02f662637,disgust,6,08,48000,179380,1,PCM_16,ok,ok,
471,ravdess,Actor_08/03-01-07-02-02-02-08.wav,408682,6dda2636c912e1e021f2db94fc367acf0e5c1e6e9ef0c181b78d8fa4f3438f21,disgust,6,08,48000,185785,1,PCM_16,ok,ok,
472,ravdess,Actor_08/03-01-08-01-01-01-08.wav,392666,3b51796f87f57107b8cd32bf68d0699c520bd38ea6b99fc2d9e2c65a8c516ec5,surprised,7,08,48000,177778,1,PCM_16,ok,ok,
473,ravdess,Actor_08/03-01-08-01-01-02-08.wav,402274,10b63eac6279d59d93d416e510859c7b908b09da142b613e492fe7cfafc0e9ce,surprised,7,08,48000,182582,1,PCM_16,ok,ok,
474,ravdess,Actor_08/03-01-08-01-02-01-08.wav,399072,c23b31fd6063cd4e3c82588e458780b8d8cf453371f3bd179f43c56e380ae617,surprised,7,08,48000,180981,1,PCM_16,ok,ok,
475,ravdess,Actor_08/03-01-08-01-02-02-08.wav,377332,1db245ad2ba875a022623a17862d69b1890b5b4d7b600d092b55df2d0883327e,surprised,7,08,48000,169770,1,PCM_16,ok,ok,
476,ravdess,Actor_08/03-01-08-02-01-01-08.wav,405482,9fc2d1c7efd5348703d31db7f99d44bd22d8763261abfcaeb0496a9d50487fdb,surprised,7,08,48000,184184,1,PCM_16,ok,ok,
477,ravdess,Actor_08/03-01-08-02-01-02-08.wav,392668,bf60de7f219d3b04bcd0f035ddef9f5a5e9869d49cf6315631ba1806541e6089,surprised,7,08,48000,177777,1,PCM_16,ok,ok,
478,ravdess,Actor_08/03-01-08-02-02-01-08.wav,402278,ceca1f76c45d9f95625e7f5c3b248948e37aac5bbed954cc7a28c779d310dae2,surprised,7,08,48000,182582,1,PCM_16,ok,ok,
479,ravdess,Actor_08/03-01-08-02-02-02-08.wav,408686,4777e0a489e65a6518419db2585ebe03d3fee8ab0788d5abb8d5f07d3ebad934,surprised,7,08,48000,185786,1,PCM_16,ok,ok,
480,ravdess,Actor_09/03-01-01-01-01-01-09.wav,360982,2f4c334e09e851e72cc2a5045f745e6590b99d4f379b3b0ca678b5eea0bf2f8b,neutral,0,09,48000,156957,1,PCM_16,ok,ok,
481,ravdess,Actor_09/03-01-01-01-01-02-09.wav,354758,2c05dc93e249a2f1319bff668e62b872c06a692bb5c94491a18b60ec3cd25c72,neutral,0,09,48000,153754,1,PCM_16,ok,ok,
482,ravdess,Actor_09/03-01-01-01-02-01-09.wav,367570,91e2abf99ccc1cee4a2235622a692fb171a1b67b1a1a1128273685993beb2a52,neutral,0,09,48000,160160,1,PCM_16,ok,ok,
483,ravdess,Actor_09/03-01-01-01-02-02-09.wav,357974,c874f0c77032f4f41f822938dc541cc4b808961a8819b54344656325d5632561,neutral,0,09,48000,155356,1,PCM_16,ok,ok,
484,ravdess,Actor_09/03-01-02-01-01-01-09.wav,367582,4c6fe1437db56ae044c0d6594c70abe1d0588820ac2cce9a7e68327ab78ef9e3,calm,1,09,48000,160160,1,PCM_16,ok,ok,
485,ravdess,Actor_09/03-01-02-01-01-02-09.wav,367582,6a38e7e31a1ddd4087d680bedf58d1f3cdca7e6b47c246b766cf059846af75ca,calm,1,09,48000,160160,1,PCM_16,ok,ok,
486,ravdess,Actor_09/03-01-02-01-02-01-09.wav,380396,14ebb005a00eb91b4afa09e63ad11832016b445ec00c3a2fc3be2b90d1307e26,calm,1,09,48000,166567,1,PCM_16,ok,ok,
487,ravdess,Actor_09/03-01-02-01-02-02-09.wav,390004,24fcca62d8260433ad5b0110b82b459f1c692649f9876cf75c0161465f27e91e,calm,1,09,48000,171371,1,PCM_16,ok,ok,
488,ravdess,Actor_09/03-01-02-02-01-01-09.wav,367582,199ccef3ade986848e96b83fd36c24217bc27b89685ea3b3668c3a3bcd696da0,calm,1,09,48000,160160,1,PCM_16,ok,ok,
489,ravdess,Actor_09/03-01-02-02-01-02-09.wav,377192,5863c49693cd279c0feca09b305102180f6bd96083ec375f4fbdb8b519c78998,calm,1,09,48000,164965,1,PCM_16,ok,ok,
490,ravdess,Actor_09/03-01-02-02-02-01-09.wav,412426,711b70d5f62c97a2766b3ee3f88cf5aa6c450e97cf600a35158f2c3caef990e9,calm,1,09,48000,182582,1,PCM_16,ok,ok,
491,ravdess,Actor_09/03-01-02-02-02-02-09.wav,396412,31285067a6652907d91dca0d4e0732cce2787cbc2af368086a01005e3824bfcf,calm,1,09,48000,174575,1,PCM_16,ok,ok,
492,ravdess,Actor_09/03-01-03-01-01-01-09.wav,367580,00834f5d487c5b2f0756fedde0191b6d8733bf3068f5b6d636ae0ba035ca04a4,happy,2,09,48000,160160,1,PCM_16,ok,ok,
493,ravdess,Actor_09/03-01-03-01-01-02-09.wav,386798,edbd76e8bb00c5ef7dbb58ea01d078c982e22d3d5cc338570e82a64f2c87956a,happy,2,09,48000,169769,1,PCM_16,ok,ok,
494,ravdess,Actor_09/03-01-03-01-02-01-09.wav,364376,34e97f4f2c3cb4a31480606bdd186256e018be082da88c392c420580a8fd8d06,happy,2,09,48000,158558,1,PCM_16,ok,ok,
495,ravdess,Actor_09/03-01-03-01-02-02-09.wav,380394,0ae97db74488c5d0a8063adeef759f1d260a0a8fe8ee3bbd2de58c4d46552356,happy,2,09,48000,166567,1,PCM_16,ok,ok,
496,ravdess,Actor_09/03-01-03-02-01-01-09.wav,409228,462478f618b55781964196f5c3529ae88d16fdd229f3a93a93029cd04543e21c,happy,2,09,48000,180981,1,PCM_16,ok,ok,
